poor_rate,good_rate,good_count,general_count,poor_count,after_count,average_score,sku_id,good_name
0.014,0.98,2300,10,30,50,5,31437698442,魅
0,1,30,0,0,0,5,33221399092,创
0.012,0.98,300,3,4,2,5,43462120035,酷
0,1,30,0,0,0,5,35598563023,努
0,1,30,0,0,0,5,27750216977,华
0,0.91,10,1,0,0,5,35098427267,华
0,1,10,0,0,0,5,40112677895,酷
0.011,0.96,100,4,2,1,5,19678271996,金
0.03,0.97,100,0,3,0,5,34662028022,魅
0,1,100,0,0,1,5,33311761576,纽
0,1,2,0,0,0,5,40708268286,三
0,1,60,0,0,0,5,35551259159,小
0,0.98,80,1,0,0,5,29325844764,华
0,1,10,0,0,0,5,43973129485,小
0,1,10,0,0,0,5,26882002711,小
0,1,1,0,0,0,5,41915913302,飞
0.02,0.98,80,0,1,0,5,40041581612,小
0,1,10,0,0,0,5,40529031223,飞
0.04,0.96,30,0,1,0,5,32902442184,华
0,1,10,0,0,0,5,29035474482,纽
0,1,50,0,0,0,5,41673127589,努
0,1,0,0,0,0,5,100004544986,O
0.007,0.98,100,1,1,3,5,31054055610,华
0.023,0.97,700,6,10,7,5,34531029113,诺
0.02,0.98,400,0,5,10,5,30908510513,欧
0.006,0.99,1600,7,8,6,5,27693449269,海
0.002,0.99,810000,1800,1700,3500,5,6558982,荣
0.007,0.99,32000,100,100,60,5,28331229416,华
0,1,4,0,0,0,5,41594422373,创
0,0.66,2,1,0,0,4,38465521896,努
0,1,8,0,0,0,5,41284919378,移
0.025,0.96,100,2,3,2,5,39077736766,华
0,1,0,0,0,0,5,42367189508,中
0,1,10,0,0,0,5,32235687423,小
0,1,4,0,0,0,5,41139076310,小
0.006,0.99,2500,10,10,20,5,21679736926,小
0.008,0.99,8700,20,50,30,5,26698069757,华
0,0.99,200,1,0,3,5,42403448582,【
0.021,0.97,200,3,5,1,5,19922888662,三
0.028,0.97,300,1,8,6,5,34666775675,华
0.017,0.98,900,3,10,1,5,27858026579,N
0.019,0.98,1400,2,10,10,5,29778519473,华
0.01,0.99,200,0,1,0,5,39528538308,华
0,1,9,0,0,0,5,42271376097,华
0.014,0.98,300,2,4,8,5,41084681053,A
0.015,0.98,5900,30,50,40,5,32943442167,A
0,0.97,40,1,0,2,5,37935995577,酷
0,0.97,40,1,0,2,5,43558600156,小
0.016,0.98,1000,5,10,10,5,39574671983,华
0.006,0.98,3200,30,20,20,5,11632146919,索
0.054,0.94,100,1,7,4,5,41170454047,朵
0.34,0.66,2,0,1,0,4,34807372432,【
0,1,20,0,0,0,5,42193114743,V
0.008,0.99,51000,100,100,300,5,12834488619,海
0.015,0.98,1400,8,10,8,5,28483412762,华
0,1,2,0,0,0,5,42049023660,华
0,1,2,0,0,0,5,41902351050,乐
0,1,60,0,0,0,5,37297849117,华
0.02,0.98,60,0,1,0,5,10134205350,三
0.008,0.98,200,2,2,0,5,29699729334,华
0,0.95,20,1,0,0,5,34639120556,华
0,1,40,0,0,0,5,43732764010,波
0.016,0.98,2300,10,20,100,5,12098473566,A
0,1,0,0,0,0,5,42608788902,华
0.006,0.98,400,3,3,6,5,33273062022,小
0,1,8,0,0,0,5,39265388256,【
0.026,0.96,2600,30,50,10,5,1564163,飞
0,1,100,0,0,1,5,30428523038,诺
0.003,0.99,500,3,2,20,5,21783297105,C
0,1,0,0,0,0,5,35475714239,华
0,1,10,0,0,0,5,36935747508,海
1,0,0,0,2,0,1,42895701665,三
0.013,0.98,37000,200,300,200,5,7225861,魅
0,1,8,0,0,0,5,25897473273,华
0.005,0.98,15000,100,80,100,5,7407136,联
0,1,90,0,0,0,5,27852458656,华
0,0.98,90,1,0,0,5,32841440832,华
0.006,0.98,200,2,2,10,5,30895094477,欧
0.01,0.99,100,0,1,0,5,37283537519,华
0.003,0.98,200,3,1,1,5,23866585497,魅
0,1,1,0,0,0,5,41585390122,【
0,1,100,0,0,0,5,28473393342,A
0,1,5,0,0,0,5,41129743421,诺
0.02,0.98,50,0,1,2,5,40580606124,小
0.04,0.96,20,0,1,0,5,29053392553,纽
0,1,3,0,0,0,5,41910590834,小
0.012,0.96,70,2,1,0,5,33381489164,华
0.008,0.99,1400,4,7,20,5,34265732641,M
0.02,0.98,100,0,3,2,5,36162648492,小
0.05,0.95,200,0,9,10,5,43237506546,小
0.025,0.94,100,4,4,1,5,35442203629,创
0,1,9,0,0,0,5,40770992681,华
0,1,4,0,0,0,5,29157535323,2
0.008,0.99,1230000,3400,6400,7100,5,5089253,A
0,1,8,0,0,0,5,41444835095,华
0,0.96,20,1,0,0,5,34959553205,飞
0,1,20,0,0,0,5,40011446364,华
0.06,0.94,10,0,1,0,5,42973104306,小
0,1,10,0,0,1,5,41460019418,中
0,1,10,0,0,0,5,35692277535,R
0,1,10,0,0,1,5,34811000392,华
0.044,0.94,300,7,10,6,5,36002315572,小
0.005,0.98,1700,10,10,9,5,27802583849,华
0.17,0.83,5,0,1,0,4,26628872679,中
0,1,1,0,0,0,4,43289730712,海
0.031,0.96,300,3,7,4,5,41877670509,小
0,1,10,0,0,0,5,42301742686,华
0,1,8,0,0,0,5,43683484808,守
0.03,0.96,400,5,10,6,5,18648793508,迪
0.15,0.85,6,0,1,0,4,41978367124,飞
0,1,0,0,0,0,5,43469900898,荣
0.023,0.97,1200,10,20,10,5,10434731208,乐
0.018,0.98,1000,3,10,7,5,16181359804,华
0.02,0.97,600,7,8,6,5,27500932167,华
0.016,0.95,100,3,2,2,5,39942293229,酷
0.01,0.97,1300,10,10,10,5,34754593727,U
0.007,0.99,600,2,3,10,5,30944686792,华
0.002,0.99,600,4,2,8,5,31931454226,H
0.01,0.99,200,0,1,0,5,31731460949,华
0.005,0.98,68000,500,300,700,5,6009322,守
0.014,0.98,400,3,4,3,5,29828535400,华
0,1,10,0,0,0,5,42682084692,魅
0,1,10,0,0,0,5,29624815919,华
0,1,4,0,0,0,5,39932127162,华
0.07,0.93,20,0,2,0,5,38694940121,联
0.011,0.97,400,5,5,2,5,26503691210,魅
0,1,5,0,0,0,5,41605241116,酷
0,1,4,0,0,0,5,41444569473,华
0.04,0.96,100,0,4,2,5,27268469926,美
0.015,0.98,10000,50,60,50,5,41256060097,华
0,1,0,0,0,0,5,43822864137,华
0.02,0.95,40,1,1,0,5,40776684811,华
0,1,0,0,0,0,5,37087450936,A
0.019,0.98,600,1,10,7,5,35237078784,小
0.008,0.99,900,2,5,8,5,29057456070,华
0.006,0.99,4800,20,20,30,5,19023764218,华
0.006,0.98,1500,10,10,20,5,12377274075,长
0,1,3,0,0,0,5,41573269503,华
0.016,0.98,1400,7,10,10,5,16588024085,A
0.009,0.97,9300,100,90,70,5,100000178735,O
0.008,0.99,400,1,2,3,5,27148312508,华
0.005,0.98,900,5,5,7,5,28977910765,华
0.037,0.93,900,30,30,50,5,100002470432,联
0,1,60,0,0,0,5,34596451412,华
0.006,0.98,600,4,4,3,5,19591525710,A
0.01,0.97,300,5,4,4,5,34555648328,华
0,1,10,0,0,1,5,41110878284,飞
0,1,10,0,0,0,5,37370658665,华
0,1,100,0,0,2,5,30830852552,小
0.035,0.96,100,1,5,2,5,38336425515,诺
0,1,2,0,0,0,5,37947666882,诺
0.023,0.97,1000,8,10,6,5,11753432545,华
0,1,2,0,0,0,5,37627443262,华
0,0.95,20,1,0,2,5,35605822088,联
0,1,90,0,0,1,5,32908484125,华
0.016,0.96,100,3,3,1,5,13258928263,酷
0,1,1,0,0,0,5,43607226162,华
0.015,0.98,5500,20,30,10,5,28476213026,华
0.016,0.98,3600,10,20,9,5,35296142477,尼
0.005,0.98,48000,300,200,200,5,8348849,诺
0.018,0.98,400,1,5,3,5,32277387726,华
0.019,0.98,1900,4,10,10,5,34641970467,华
0.023,0.97,2100,10,30,10,5,28979348766,华
0.006,0.98,700,5,5,5,5,100000766329,天
0,0.99,200,1,0,1,5,33613418804,中
0.041,0.95,90,1,4,4,5,42138523685,魅
0,1,10,0,0,0,5,40649232868,小
0,1,20,0,0,0,5,44110672741,小
0,1,4,0,0,0,5,41662968550,小
0,1,50,0,0,1,5,33074665519,华
0,1,40,0,0,1,5,40321256783,华
0.01,0.99,200,0,2,10,5,37832989968,三
0.5,0.5,1,0,1,0,3,38342292237,华
0,1,80,0,0,0,5,37033271054,A
0,1,10,0,0,0,5,37602764640,【
0.011,0.97,1700,20,20,2,5,1539904248,易
0.014,0.98,2000,10,20,6,5,29706925383,小
0.02,0.98,80,0,1,3,5,35703399020,【
0.005,0.98,50000,300,300,300,5,4907937,守
0,1,8,0,0,0,5,38378268740,誉
0,1,6,0,0,0,5,41095926356,华
0,1,100,0,0,0,5,33418104006,小
0,1,3,0,0,0,5,41081361331,荣
0,1,10,0,0,0,5,41458825339,华
0.006,0.99,1800,8,10,10,5,39910065208,华
0,1,2,0,0,1,5,41853380554,飞
0.007,0.99,800,3,4,4,5,40304180140,天
0,1,0,0,0,0,5,37672350276,华
0.026,0.97,600,3,10,3,5,32953430743,A
0,1,5,0,0,1,5,40288428947,三
0,1,0,0,0,0,5,43146343077,中
0.014,0.98,4100,20,30,100,5,34560339254,A
0.014,0.98,2100,10,10,10,5,33277399940,小
0,1,0,0,0,0,5,34061100487,华
0.027,0.97,200,1,7,4,5,30550181256,华
0,1,6,0,0,2,5,37850993473,优
0.007,0.99,2700,9,10,10,5,21488348770,B
0.014,0.97,500,8,8,7,5,36542486192,【
0.015,0.98,1900,10,10,8,5,10734693238,诺
0.015,0.98,800,5,7,10,5,17302991483,金
0,1,0,0,0,0,5,43189382207,【
0.02,0.97,1300,10,10,8,5,11467950663,A
0.022,0.97,600,6,10,3,5,37214365022,索
0.028,0.96,7400,90,100,100,5,100000757788,酷
0,1,10,0,0,0,5,42894063508,酷
0,1,90,0,0,0,5,33864880569,华
0,1,1,0,0,0,5,43346346121,黑
0.008,0.99,2500,7,10,10,5,42429043182,华
0,1,3,0,0,0,5,35764883303,努
0,1,3,0,0,1,5,41800115002,纽
0.01,0.99,400,0,4,1,5,34865935906,小
0.055,0.91,50,2,3,1,5,42319189916,奥
0.03,0.97,100,0,3,2,5,35319227395,三
0.02,0.98,60,0,1,0,5,34180175304,O
0.021,0.97,400,4,5,10,5,43139484141,小
0.017,0.98,1200,4,9,5,5,36101635814,华
0,1,1,0,0,0,5,43132583570,迷
0,1,90,0,0,0,5,37047422190,【
0.006,0.98,2200,10,10,7,5,20342505915,诺
0,1,5,0,0,0,5,42493778309,荣
0.04,0.96,30,0,1,0,5,33054027657,【
0.013,0.97,900,10,10,6,5,13546778477,B
0.004,0.99,18000,80,80,100,5,5375693,酷
0.043,0.94,200,4,10,2,5,40583686454,小
0.017,0.98,500,2,4,3,5,31310322233,华
0.035,0.96,300,2,9,5,5,26962699055,B
0,1,100,0,0,0,5,28449249426,华
0.049,0.91,400,20,20,10,5,38586267936,酷
0.019,0.98,1300,2,10,6,5,26889208244,A
0.01,0.99,200,0,2,0,5,32354968220,华
0,0.99,100,1,0,2,5,34594627404,华
0,1,100,0,0,1,5,34249674463,魅
0.03,0.97,90,0,2,2,5,30860790108,华
0.015,0.98,2500,10,10,20,5,20911711672,华
0,1,1,0,0,0,5,42410473400,【
0.042,0.95,400,4,10,10,5,37830330697,努
0.062,0.87,10,1,1,0,5,39231087128,纽
0.016,0.98,1400,6,10,10,5,28486179609,华
0.016,0.98,400,2,4,1,5,29776897566,纽
0.004,0.99,2500,10,10,40,5,32165955811,华
0.02,0.98,60,0,1,1,5,29977897532,黑
0,1,4,0,0,0,5,38007263515,华
0,1,50,0,0,3,5,32205999163,华
0.007,0.99,3600,10,20,30,5,28756072327,小
0,1,10,0,0,0,5,35319295607,华
0.012,0.98,2400,20,20,30,5,33436994105,O
0,1,80,0,0,1,5,40599030933,小
0.02,0.98,100,0,2,1,5,33425601264,O
0,1,10,0,0,0,5,36827163472,华
0.015,0.98,64000,300,300,400,5,7920222,v
0,1,1,0,0,0,5,42289982722,荣
0,0.98,100,2,0,0,5,39874486082,华
0.01,0.99,900,0,3,20,5,31300415533,欧
0,0.93,10,1,0,0,5,41911544822,小
0,1,0,0,0,0,5,41555210839,华
0.008,0.99,700,2,3,3,5,27208822477,飞
0.011,0.97,600,8,8,6,5,14187327604,摩
0,1,0,0,0,0,5,43916437377,小
0.018,0.98,1500,4,10,10,5,38460514368,华
0,1,20,0,0,0,5,40240700006,努
0.013,0.98,500,4,5,20,5,30370365296,纽
0,1,60,0,0,3,5,33543484595,小
0,1,1,0,0,0,5,42447993723,华
0.03,0.97,40,0,1,0,5,33825497313,中
0.014,0.98,4100,20,30,100,5,33683386973,A
0.018,0.98,11000,30,100,50,5,27424489997,A
0,1,1,0,0,0,5,41806680677,华
0,0.99,400,1,0,8,5,30871960806,诺
0.01,0.99,300,0,1,6,5,23459900013,【
0,1,1,0,0,0,5,42753078180,华
0.02,0.98,50,0,1,3,5,32661538904,飞
0,1,100,0,0,0,5,35232558803,小
0.016,0.98,800,4,7,20,5,40047437928,A
0.01,0.96,100,4,2,1,5,27864265505,波
0,1,10,0,0,0,5,33375084371,美
0,1,80,0,0,0,5,34812983485,华
0.014,0.98,1100,8,10,20,5,29706224716,联
0.002,0.99,300,2,1,3,5,29226072916,小
0,1,20,0,0,0,5,37630857638,N
0,1,20,0,0,0,5,32916572945,华
0,1,10,0,0,0,5,11306152603,【
0.006,0.98,100,1,1,1,5,26694996844,华
0.01,0.99,200,0,1,2,5,29049142784,V
0.023,0.97,1200,10,20,6,5,27629534551,B
0,1,50,0,0,0,5,40940782103,华
0,0.98,60,1,0,0,5,24767614715,华
0.013,0.97,70,1,1,1,5,40980945270,华
0.12,0.88,10,0,2,1,5,42480282413,华
0.01,0.99,100,0,1,1,5,40424397583,V
0.01,0.99,100,0,1,2,5,26192181717,A
0.016,0.98,4100,10,30,90,5,26990552796,O
0.008,0.98,100,1,1,0,5,32463182962,诺
0.019,0.97,4900,50,80,70,5,7649465,小
0.04,0.96,30,0,1,0,5,12395836047,美
0,1,30,0,0,9,5,43712803983,黑
0,1,0,0,0,0,5,39916610110,华
0.015,0.98,800,5,10,4,5,11439252922,A
0.015,0.98,800,5,6,10,5,28971158492,诺
0,1,10,0,0,0,5,33533616432,小
0.015,0.98,1100,6,9,3,5,27755935537,纽
0.025,0.97,1200,7,20,10,5,27555569321,诺
0.04,0.95,90,1,3,1,5,34797347974,华
0.004,0.99,2400,10,10,20,5,26593393420,小
0.008,0.99,400,1,2,3,5,24735956175,华
0.015,0.96,100,2,2,5,5,41967500621,小
0,1,6,0,0,1,5,35504620164,魅
0.015,0.98,1800,10,10,7,5,34624333052,华
0.003,0.99,900,4,3,3,5,28982931830,华
0,1,6,0,0,0,5,33586526303,酷
0,1,8,0,0,0,5,41636869653,华
0.013,0.98,870000,6500,10000,9900,5,1861102,A
0.014,0.98,3400,20,20,30,5,33568119547,O
0.023,0.97,1800,10,20,7,5,27590814038,s
0.02,0.98,200,0,3,4,5,34145237309,华
0,1,3,0,0,0,5,43090769525,华
0,1,20,0,0,0,5,39939628187,纽
0.009,0.97,500,7,5,5,5,23874576986,魅
0.005,0.98,900,7,5,6,5,30980391188,魅
0.008,0.99,3400,9,10,30,5,28453030980,M
0.017,0.98,14000,50,100,100,5,5489665,M
0.02,0.94,90,3,2,3,5,26913712028,努
0.006,0.99,2100,9,10,5,5,36818068450,华
0.015,0.95,60,2,1,1,5,34416253392,C
0.004,0.98,400,5,2,6,5,35141165939,黑
0,1,3,0,0,0,5,42215568057,创
0.016,0.98,400,2,3,4,5,27150124344,华
0,1,50,0,0,0,5,28902941690,纽
0,1,40,0,0,0,5,30658463401,华
0,1,0,0,0,0,5,43129244626,优
0,1,60,0,0,3,5,40685776874,中
0.028,0.96,70,1,2,0,5,38272403070,创
0.022,0.97,800,7,10,10,5,35241062736,小
0.017,0.96,50,1,1,0,5,31552411863,华
0,1,300,0,0,0,5,38587137539,华
0,1,30,0,0,0,5,33375625965,魅
0.008,0.99,3200,9,10,10,5,28512923267,康
0.04,0.96,50,0,2,0,5,33376099558,魅
0.007,0.99,1640000,5700,9700,11000,5,5089275,A
0.024,0.97,400,3,9,5,5,29828989544,华
0.025,0.94,30,1,1,1,5,27692425373,创
0.016,0.98,11000,50,60,70,5,33533396590,O
0.052,0.94,600,6,30,9,5,29946840463,美
0.028,0.96,200,3,5,1,5,30905947912,(
0.007,0.98,100,1,1,0,5,26256720017,华
0.009,0.99,2800,4,20,20,5,34657895162,华
0,1,1,0,0,0,5,42941189932,三
0,0.99,600,3,0,1,5,33262197680,纽
0.006,0.99,1600,7,8,10,5,27321712787,长
0,1,9,0,0,0,5,39973377701,华
0.076,0.89,20,1,2,1,5,42634621236,京
0.017,0.96,300,6,6,3,5,26019967024,迪
0.01,0.99,1100,0,1,10,5,39212578294,华
0.014,0.98,6300,40,40,20,5,4526055,天
0,1,30,0,0,0,5,35740084997,华
0.035,0.96,500,3,10,20,5,42361275533,小
0,1,30,0,0,2,5,43764816719,v
0,0.5,1,1,0,0,4,40918480743,华
0.01,0.97,80,1,1,3,5,30718858832,华
0.015,0.98,2700,10,20,100,5,100002092243,纽
0,1,70,0,0,0,5,43560454277,华
0.01,0.99,200,0,1,9,5,42703965414,小
0,0.99,100,1,0,1,5,25199129931,2
0.01,0.99,1000,0,3,4,5,41547257728,小
0.01,0.99,100,0,1,0,5,41430747629,v
0,1,50,0,0,0,5,28795396948,美
0.007,0.98,500,4,4,5,5,28064424798,华
0.03,0.97,30,0,1,0,5,26653303990,华
0,1,0,0,0,0,5,43602791242,红
0,1,10,0,0,0,5,35752464538,华
0.008,0.99,400,1,3,1,5,27071178854,华
0,1,1,0,0,1,5,43218791998,多
0,1,100,0,0,0,5,25154069247,金
0,1,10,0,0,0,5,27149445321,华
0,0.98,80,1,0,0,5,30008779223,华
0.003,0.99,500,3,2,1,5,42991453488,小
0.016,0.98,200,1,2,3,5,34666722113,【
0.003,0.99,900,3,3,0,5,36842755623,【
0.037,0.94,100,3,4,4,5,30312086236,优
0,1,2,0,0,0,5,37501585714,华
0,1,20,0,0,0,5,27715806318,爱
0.017,0.98,1200,5,8,3,5,35501118481,华
0,0.94,10,1,0,0,5,39925875191,飞
0.021,0.97,300,4,8,3,5,34181384868,魅
0.019,0.97,20000,200,200,400,5,4595955,黑
0,1,3,0,0,0,5,42348339107,A
0,1,90,0,0,2,5,42903616057,华
0.002,0.99,3100,10,8,7,5,26853911646,华
0,1,9,0,0,1,5,43197706698,天
0.042,0.94,50,1,2,3,5,41926510362,魅
0.01,0.99,100,0,1,0,5,26192214503,A
0,1,200,0,0,0,5,37040296342,华
0.007,0.99,10000,30,60,40,5,26814532880,华
0,1,7,0,0,0,5,37231098874,小
0.004,0.99,200,1,1,0,5,25213186897,华
0,1,1,0,0,0,5,27238660343,华
0.036,0.95,60,1,2,0,5,33372590775,小
0,1,10,0,0,0,5,42730142407,华
0.045,0.95,100,1,8,0,5,11391429169,超
0.016,0.98,2100,10,20,10,5,27389822670,华
0.021,0.97,100,2,3,2,5,43813035651,索
0.02,0.98,90,0,1,2,5,33544400012,华
0.016,0.98,2000,9,10,20,5,34531993977,O
0.02,0.98,70,0,1,1,5,35455985573,华
0.03,0.97,40,0,1,0,5,31606027836,华
0,1,1,0,0,1,5,40780875220,华
0,1,50,0,0,0,5,26686257973,努
0.002,0.99,1100,3,3,10,5,33280216559,华
0,0.99,100,1,0,0,5,27135571369,华
0.015,0.98,4500,20,30,30,5,40230014021,O
0.04,0.96,80,0,3,0,5,33262177713,华
0.014,0.98,300,2,3,3,5,23770360458,华
0,1,10,0,0,0,5,32953489068,A
0.027,0.97,200,1,6,6,5,32953269096,A
0,1,0,0,0,0,5,100004193532,O
0.016,0.98,3600,10,20,20,5,25746019745,华
0,0.87,7,1,0,0,5,34052058871,酷
0.007,0.99,110000,400,400,700,5,8457421,小
0,0.97,80,2,0,1,5,26718333481,赠
0,1,10,0,0,0,5,36535525608,卡
0,1,20,0,0,0,5,37775561927,华
0,1,9,0,0,0,5,35294459308,魅
0,1,6,0,0,0,5,39869319464,飞
0,1,0,0,0,0,5,41244026561,诺
0,1,3,0,0,0,5,42334554122,荣
0.008,0.99,400,1,2,1,5,19810890813,金
0.04,0.96,100,0,5,3,5,34706086828,华
0,1,3,0,0,0,5,42487200920,小
0.015,0.98,16000,90,100,100,5,32955131048,【
0,1,5,0,0,0,5,35349907725,守
0.011,0.97,80,1,1,1,5,37228867910,华
0.007,0.99,14000,50,50,90,5,15652374616,长
0.003,0.99,1100,4,4,9,5,17924506512,诺
0,1,20,0,0,0,5,32964444116,中
0.01,0.97,6400,100,70,100,5,10253816189,2
0.042,0.95,100,1,4,1,5,29922999087,魅
0,0.97,40,1,0,0,5,35008577974,华
0.014,0.98,5500,30,50,100,5,40922103042,小
0,1,90,0,0,0,5,41495838757,苹
0.04,0.96,60,0,2,0,5,33279389640,魅
0.05,0.94,80,1,4,2,5,42337242799,华
0,1,60,0,0,1,5,29445942857,华
0.007,0.99,3800,10,10,20,5,25647350176,纽
0.03,0.97,30,0,1,0,5,39065910001,小
0.04,0.96,20,0,1,0,5,39523755685,华
0.012,0.97,70,1,1,1,5,31244150884,华
0.011,0.98,4200,30,40,20,5,20595072577,华
0.007,0.98,1300,10,10,10,5,37292910635,【
0.002,0.99,2100,7,5,4,5,31647491935,华
0,1,30,0,0,0,5,33836174756,纽
0.016,0.98,19000,90,100,100,5,27594357059,小
0.01,0.97,90,1,1,0,5,34234359253,金
0,1,3,0,0,0,5,42784674540,纽
0.016,0.98,200,1,3,2,5,40294783703,诺
0.016,0.98,200,1,2,5,5,12596095335,三
0,1,10,0,0,0,5,32072884306,纽
0.004,0.99,400,2,2,4,5,35338195728,纽
0.007,0.99,9300,30,50,40,5,28330474679,华
0.013,0.98,1600,10,10,6,5,100001865766,飞
0.003,0.99,200,1,1,7,5,26295547728,天
0.024,0.97,100,1,2,3,5,41407230734,华
0.004,0.98,600,6,3,2,5,32770857822,O
0.006,0.97,300,6,2,1,5,29829738973,华
0.02,0.98,80,0,1,2,5,26625282111,联
0.02,0.98,50,0,1,0,5,34599134005,华
0,1,60,0,0,3,5,34051290141,飞
0,0.98,100,2,0,2,5,40675400526,长
0.005,0.98,130000,700,600,1100,5,8058010,荣
0.049,0.88,50,4,3,2,5,1953034162,索
0.008,0.99,1100,3,7,5,5,29387236242,小
0,1,10,0,0,0,5,41208201872,魅
0.018,0.98,400,1,5,4,5,26499918336,小
0.02,0.98,100,0,2,1,5,38260045396,创
0.024,0.97,15000,90,200,100,5,16579732259,A
0,1,8,0,0,0,5,34248227954,魅
0.047,0.93,3200,80,100,30,5,10715857316,A
0,1,60,0,0,3,5,30495770869,C
0.008,0.99,70000,100,200,400,5,100000982034,华
0.02,0.98,50,0,1,0,5,33320788628,魅
0.008,0.99,2200,5,10,7,5,36794321810,飞
0.022,0.95,40,1,1,1,5,40789597341,华
0,1,30,0,0,0,5,35096491414,华
0.009,0.99,2500,5,10,10,5,13302512330,华
0.003,0.98,600,5,2,0,5,15313683623,海
0,1,10,0,0,0,5,39745684442,华
0.021,0.97,130000,1300,1600,2200,5,100000270355,联
0.008,0.99,700,2,3,5,5,32769314623,O
0.007,0.98,600,5,5,4,5,33640462346,O
0,1,1,0,0,0,5,43206658616,小
0.15,0.85,6,0,1,0,4,43156398676,天
0.016,0.98,700,3,5,3,5,28744635525,B
0,1,0,0,0,0,5,43804327433,华
0,1,0,0,0,0,5,41455762201,华
0,1,2,0,0,1,5,41900949173,华
0,1,30,0,0,1,5,37314121576,华
0.06,0.94,10,0,1,2,5,35658500536,华
0,1,10,0,0,0,5,39238034879,华
0.04,0.96,30,0,1,1,5,30099388649,纽
0,1,0,0,0,0,5,41896836143,飞
0.07,0.93,10,0,1,1,5,41084018484,华
0.016,0.98,1400,6,10,7,5,30164630893,华
0.003,0.99,200,1,1,1,5,28021689336,B
0,1,1,0,0,0,5,42775202690,魅
0,1,10,0,0,0,5,32948771186,A
0.024,0.97,300,2,6,5,5,28741656082,黑
0,1,20,0,0,0,5,30838335916,诺
0,1,0,0,0,0,5,42416854146,三
0.007,0.99,200000,600,1300,1400,5,100000822969,华
0.03,0.97,30,0,1,0,5,35096609841,华
0.016,0.98,3300,10,50,30,5,10741931221,A
0,1,10,0,0,0,5,36982404851,飞
0,1,20,0,0,0,5,32850461707,华
0,1,7,0,0,0,5,42390664557,【
0,1,10,0,0,1,5,100002794833,v
0,1,10,0,0,0,5,37239088464,飞
0,1,70,0,0,2,5,36097553958,华
0,0.99,100,1,0,3,5,34610174280,A
0,1,100,0,0,1,5,32370288836,华
0,1,8,0,0,0,5,41467807284,纽
0.01,0.99,100,0,1,3,5,38248440845,华
0.016,0.98,200,1,3,5,5,39997965063,S
0.024,0.97,200,2,5,0,5,27968847488,纽
0.06,0.94,10,0,1,0,5,32419229853,纽
0.02,0.98,100,0,2,0,5,37040512730,华
0,1,40,0,0,1,5,42882476076,华
0.005,0.98,2900,10,10,10,5,11679396176,天
0.015,0.98,16000,90,100,100,5,34556234174,【
0,0.97,40,1,0,0,5,32212148170,美
0,1,10,0,0,2,5,44038934281,华
0,1,70,0,0,0,5,26883913203,华
0,1,2,0,0,0,5,43622173203,酷
0.016,0.98,400,2,6,6,5,14017381055,努
0,1,10,0,0,0,5,30510499007,小
0.008,0.99,1500,4,5,4,5,40045408704,华
0.02,0.98,100,0,2,6,5,27907669659,美
0.008,0.99,2300,5,7,8,5,34187473406,纽
0.003,0.98,800,6,3,5,5,40233335198,誉
0.003,0.99,300,2,1,0,5,40659509581,华
0,1,10,0,0,1,5,41570114501,小
0,1,70,0,0,1,5,29235020730,创
0,0.97,40,1,0,0,5,31378858794,飞
0,1,30,0,0,0,5,34151180683,优
0.007,0.99,2000,7,10,10,5,29922005316,O
0,1,40,0,0,3,5,43152274152,【
0,0.9,10,1,0,0,5,100000090177,摩
0.031,0.93,30,1,1,1,5,41048232011,飞
0.024,0.97,200,2,4,3,5,32910176129,小
0.06,0.94,10,0,1,0,5,28685694080,中
0,1,0,0,0,0,5,40352058677,荣
0,1,3,0,0,0,5,42865211852,三
0.03,0.97,100,0,3,1,5,26808639929,华
0,1,6,0,0,1,5,42665600633,华
0,1,70,0,0,0,5,35750924415,华
0.02,0.98,60,0,1,1,5,37838696298,F
0.016,0.98,600,3,4,3,5,7038866,守
0.02,0.98,90,0,1,1,5,34534372953,努
0,1,30,0,0,0,5,27132160311,A
0.004,0.98,6200,30,30,40,5,18180585428,华
0.05,0.93,100,3,7,1,5,40867644213,守
0,0.99,300,1,0,0,5,12320450113,华
0.013,0.98,1600,10,10,10,5,21695950059,华
0,1,70,0,0,1,5,28206450945,康
0.014,0.98,100,1,2,1,5,39911985401,华
0.12,0.88,8,0,1,0,4,41445251115,华
0,1,20,0,0,0,5,29640513734,天
0.014,0.98,2100,10,20,10,5,33276636524,小
0,1,20,0,0,0,5,38629632807,华
0.03,0.97,40,0,1,0,5,30785647251,诺
0.012,0.96,100,3,2,3,5,41441482360,华
0.025,0.97,600,4,10,6,5,34239973125,魅
0.015,0.98,57000,200,200,200,5,1653525032,中
0.003,0.99,1400,7,5,5,5,30387210516,创
0.014,0.98,4900,30,60,30,5,11166200978,诺
0,1,4,0,0,0,5,36935115362,飞
0.004,0.99,500,3,3,10,5,40049427234,华
0.015,0.98,2200,10,20,20,5,30705908898,诺
0,1,200,0,0,2,5,42282192708,华
0,1,30,0,0,0,5,38486058866,华
0,1,40,0,0,0,5,37281874929,小
0.002,0.99,300,2,1,6,5,35608635367,O
0.027,0.96,6700,90,100,80,5,10653770903,A
0.003,0.98,600,5,2,7,5,31301071649,华
0,1,7,0,0,0,5,41042557136,华
0,1,0,0,0,0,5,42364399780,飞
0.038,0.95,100,2,5,1,5,25096051917,创
