poor_rate,good_rate,good_count,general_count,poor_count,after_count,average_score,sku_id,good_name
0.016,0.98,7900,30,50,30,5,100004193540,O
0.016,0.98,7200,30,40,30,5,32356925465,【
0,1,20,0,0,0,5,26912206806,小
0.014,0.96,100,3,2,1,5,34608562757,魅
0.003,0.98,200,2,1,3,5,34240993733,华
0.025,0.94,70,2,2,0,5,35096555091,华
0,1,10,0,0,0,5,34179960100,华
0.02,0.98,80,0,1,0,5,42552649595,小
0,1,10,0,0,0,5,38290215394,创
0,1,8,0,0,0,5,36971493585,飞
0.02,0.98,100,0,3,2,5,24293439670,三
0,1,80,0,0,1,5,32842188314,华
0.014,0.98,1200,8,9,6,5,11055961534,海
0.016,0.98,2100,9,10,20,5,26194274516,华
0.014,0.98,1400,10,10,7,5,16589924396,A
0,0.92,10,1,0,0,5,34797435173,华
0,1,100,0,0,0,5,38270963689,华
0.017,0.98,800,3,7,6,5,34487716180,华
0,0.99,100,1,0,3,5,43488094883,华
0,1,0,0,0,0,5,42719211272,天
0.007,0.99,9900,30,50,80,5,32249341318,下
0.017,0.98,500,2,4,4,5,28101079124,华
0.007,0.98,7400,60,50,50,5,39674131978,S
0.017,0.98,3200,10,20,10,5,26955870109,华
0,1,80,0,0,0,5,32910530098,美
0,1,6,0,0,0,5,43559183884,纽
0.004,0.98,200,2,1,6,5,31010787982,A
0,1,1,0,0,0,5,42387913474,华
0,1,10,0,0,0,5,27717288777,【
0,1,6,0,0,0,5,33344525626,黑
0.007,0.97,100,2,1,3,5,41751254311,【
0.014,0.98,700,5,7,4,5,30940265189,B
0,0.98,90,1,0,0,5,33019863348,华
0.027,0.96,2400,30,60,50,5,26480543554,欧
0,1,5,0,0,0,5,33022101408,飞
0,1,6,0,0,1,5,41408315639,联
0.007,0.97,1200,20,9,1,5,1785933185,索
0.01,0.99,100,0,1,2,5,31251064128,M
0.013,0.97,70,1,1,0,5,32841169356,优
0.02,0.98,90,0,1,0,5,36119980313,一
0.022,0.97,700,6,10,4,5,18955745807,广
0,1,2,0,0,0,5,40513534325,小
0.026,0.97,700,4,10,10,5,28109530964,一
0.008,0.99,20000,60,100,70,5,28331915219,小
0.025,0.97,500,3,8,10,5,26487289483,华
0.007,0.99,4200,10,10,10,5,22759059995,诺
0.014,0.98,100,1,2,2,5,32664869457,詹
0.015,0.98,1100,6,9,8,5,20747724173,华
0.014,0.98,18000,100,100,100,5,25866702763,小
0.015,0.98,16000,90,100,100,5,31430342753,直
0.09,0.81,9,1,1,0,4,100002092969,三
0.015,0.98,4000,20,30,40,5,31753620658,魅
0.017,0.96,50,1,1,1,5,30100610378,纽
0.5,0.5,1,0,1,1,3,42770337968,华
0.02,0.98,100,0,2,1,5,28245476811,三
0,0.99,200,1,0,7,5,34663510502,华
0,1,20,0,0,0,5,36754497146,易
0,1,40,0,0,0,5,32411033007,小
0,0.95,20,1,0,0,5,36316386503,华
0.005,0.98,1100,10,6,6,5,24363950717,创
0.04,0.96,30,0,1,2,5,29154609624,2
0.007,0.98,400,4,4,2,5,30756152228,小
0,1,30,0,0,0,5,30840813580,诺
0.007,0.99,6200,10,20,30,5,28975606238,华
0.007,0.99,1800,6,10,10,5,39286052442,华
0.018,0.98,800,2,10,7,5,28553948996,华
0,1,3,0,0,0,5,42012827836,朵
0,1,60,0,0,0,5,30839997408,诺
0,1,20,0,0,1,5,26881079605,中
0.008,0.96,100,3,1,2,5,100004363706,v
0,1,1,0,0,0,5,41660050813,小
0.008,0.99,1000,3,7,1,5,32208545753,华
0.06,0.87,20,2,2,6,5,42417956432,小
0.013,0.98,1300,10,10,10,5,42699202777,魅
0.028,0.97,800,2,10,5,5,36913188931,华
0,1,5,0,0,0,5,42767192306,魅
0,1,10,0,0,0,5,32950317902,A
0.024,0.97,3100,20,60,20,5,26655471808,小
0.05,0.95,40,0,2,1,5,35930537845,华
0,1,10,0,0,0,5,28944757525,飞
0,0.99,100,1,0,0,5,33269520257,小
0.017,0.98,300,1,4,3,5,18551348485,华
0.016,0.98,200,1,3,3,5,43294764439,小
0.013,0.98,17000,100,100,100,5,4526053,天
0.002,0.98,600,7,2,5,5,30510182296,小
0,1,2,0,0,0,5,43765680800,纽
0.006,0.98,100,1,1,2,5,31780413339,华
0,1,1,0,0,0,5,42209374808,华
0.017,0.98,5400,20,30,50,5,34656638511,华
0.027,0.94,60,2,2,0,5,27396099613,学
1,0,0,0,1,0,1,43357718933,纽
0.003,0.98,200,3,1,0,5,15613893410,s
0.015,0.98,500,3,4,5,5,30938929188,B
0.02,0.98,70,0,1,1,5,34136264244,华
0.008,0.97,100,2,1,2,5,37631780590,魅
0,1,30,0,0,1,5,41013887033,小
0,1,1,0,0,0,5,43163852415,中
0.016,0.98,800,4,6,4,5,32900582799,华
0.006,0.99,8000,30,40,80,5,14867612545,小
0.015,0.98,36000,200,200,500,5,6577477,三
0,1,4,0,0,0,5,40302256018,金
0,1,40,0,0,0,5,40259443028,华
0.017,0.98,1900,8,10,10,5,22778254045,小
0.017,0.98,1000,4,7,9,5,33028324922,【
0,1,20,0,0,0,5,42871174086,小
0,1,10,0,0,0,5,29130144549,诺
0,1,6,0,0,0,5,42772696065,小
0,1,0,0,0,0,5,43290528659,华
0.2,0.8,4,0,1,0,4,43375760651,华
0,1,0,0,0,0,5,42032710447,飞
0.002,0.99,4600,10,10,9,5,100001860763,飞
0.02,0.94,29000,900,600,50,5,1111667716,诺
0.02,0.98,90,0,1,0,5,29470415333,华
0,1,6,0,0,0,5,37711771423,苹
0.012,0.97,70,1,1,0,5,35096533605,华
0.007,0.99,4500,10,10,10,5,28637462905,诺
0,1,70,0,0,0,5,27074770005,小
0,1,0,0,0,0,5,41790744623,飞
0.018,0.98,300,1,3,5,5,34664922248,美
0,1,40,0,0,0,5,28555579272,华
0.022,0.97,2900,20,40,10,5,32242288360,A
0.005,0.98,3100,20,10,10,5,4316773,天
0.019,0.97,100,2,3,0,5,11630078851,三
0.029,0.96,3300,40,90,100,5,30724572608,索
0.007,0.99,1900,6,9,6,5,15062570409,酷
0,0.93,10,1,0,0,5,34235195074,M
0,0.83,5,1,0,0,5,42092643466,华
0.052,0.93,100,2,5,9,5,41490433927,多
0.035,0.95,100,2,4,3,5,41791092391,华
0.02,0.98,60,0,1,0,5,37140751454,誉
0,1,10,0,0,0,5,35680929139,纽
0,1,20,0,0,0,5,28282501229,华
0.07,0.93,10,0,1,0,5,32747579598,华
0,0.99,100,1,0,1,5,35384077763,华
0,1,1,0,0,0,5,37454939604,中
0.017,0.98,2400,9,20,10,5,28651732622,华
0.02,0.97,200,3,4,4,5,11301109796,金
0.015,0.98,300,2,5,0,5,25389236659,B
0,0.99,100,1,0,0,5,31846749614,华
0,1,0,0,0,0,5,40393352860,华
0.02,0.98,200,0,4,2,5,20818226420,金
0,1,3,0,0,0,5,41688171241,飞
0.017,0.98,1800,7,10,6,5,27417985613,誉
0,0.97,40,1,0,0,5,32528838631,华
0,1,10,0,0,0,5,43779096224,小
0,1,3,0,0,0,5,39874067681,酷
0.015,0.98,15000,90,100,100,5,27398202268,华
0.02,0.98,90,0,1,1,5,41164317293,诺
0.022,0.97,200,2,4,5,5,29472979342,创
0.016,0.98,900,4,6,50,5,11325363554,C
0.026,0.97,800,4,10,7,5,29447737163,纽
0.015,0.98,2500,10,30,20,5,15390532651,华
0.01,0.99,200,0,1,0,5,40819256229,索
0.011,0.97,80,1,1,1,5,26367874327,赛
0.02,0.97,200,3,5,2,5,25901228221,努
0,1,40,0,0,0,5,32401946105,华
0.037,0.95,60,1,2,3,5,41853274345,小
0,1,100,0,0,1,5,36435495730,魅
0.01,0.99,500,0,1,2,5,31268489660,魅
0,0.96,20,1,0,0,5,40732465578,联
0.03,0.96,90,1,2,1,5,1765699457,【
0.01,0.99,100,0,1,1,5,27683169725,华
0.019,0.98,700,1,7,2,5,38126252204,华
0,1,6,0,0,0,5,24137799941,飞
0.012,0.98,17000,100,200,100,5,17874261798,华
0,1,2,0,0,0,5,40342049746,华
0.08,0.92,10,0,1,0,5,33023190654,华
0.014,0.98,14000,100,100,100,5,26187997701,小
0,1,0,0,0,0,5,42178271428,华
0.005,0.97,100,3,1,5,5,20458515724,美
0.015,0.98,2300,10,10,30,5,22040110403,华
0.026,0.97,400,2,10,7,5,24273511675,易
0.019,0.98,600,1,10,7,5,32961452492,A
0.013,0.98,1300,10,10,20,5,38043635944,三
0.015,0.98,2100,10,20,20,5,16008259759,美
0.082,0.87,30,2,3,4,5,43568253554,黑
0,1,0,0,0,0,5,40980938229,华
0,1,60,0,0,2,5,32500369224,华
0.007,0.99,1900,6,10,10,5,38558475551,O
0,1,20,0,0,0,5,30841452599,诺
0.018,0.97,200,3,4,1,5,33517732590,魅
0.013,0.98,400,3,4,1,5,29824260540,华
0,1,100,0,0,0,5,32525117782,金
0,0.97,40,1,0,1,5,100001929007,会
0.035,0.91,50,3,2,3,5,41038646434,小
0.032,0.95,800,10,20,40,5,41566114375,小
0.016,0.96,1600,20,20,20,5,30229229492,小
0.006,0.98,100,2,1,2,5,16592011327,A
0,1,7,0,0,0,5,39878578811,飞
0.04,0.94,90,2,3,3,5,11657184898,3
0.01,0.99,1200,1,7,5,5,29640482915,华
0,1,20,0,0,0,5,31903573502,华
0.037,0.92,20,1,1,0,5,35817651537,天
0.007,0.99,7800,20,30,70,5,23335196631,小
0,1,3,0,0,0,5,41593263577,酷
0,1,50,0,0,0,5,31289952410,黑
0.023,0.97,3100,20,50,40,5,28769336369,小
0.004,0.99,1300,7,6,4,5,30964380962,纽
0.013,0.97,100,2,2,2,5,28900946908,金
0,1,8,0,0,1,5,32375199151,华
0,1,1,0,0,0,5,42746921888,小
0.018,0.96,200,5,5,2,5,12496981331,酷
0,0.96,80,3,0,1,5,29475746378,小
0.008,0.99,15000,30,40,50,5,15310606373,Y
0.02,0.98,50,0,1,1,5,40894382199,诺
0.1,0.9,10,0,1,0,5,41539037319,华
0.017,0.98,1700,6,10,10,5,15513999042,小
0,1,0,0,0,0,5,36918042910,美
0.005,0.98,500,4,3,2,5,40663150402,天
0.006,0.98,1700,10,10,10,5,30412009533,华
0.04,0.96,80,0,3,1,5,38048337325,努
0.016,0.96,47000,1000,800,300,5,2868393,三
0.01,0.99,100,0,1,2,5,33041760953,华
0,1,200,0,0,3,5,42663945060,华
0.04,0.96,20,0,1,0,5,28039415855,酷
0.03,0.97,60,0,2,2,5,40598539040,小
0,1,2,0,0,0,5,37493867738,华
0,1,5,0,0,0,5,37680034128,飞
0.066,0.92,60,1,4,1,5,16592141919,A
0.018,0.96,100,2,2,0,5,15461872600,中
0.009,0.98,100,1,1,1,5,31258754684,魅
0,1,10,0,0,0,5,37545924173,华
0,1,1,0,0,0,5,43370195719,魅
0,1,100,0,0,0,5,20756339359,华
0.17,0.83,5,0,1,0,4,43151272145,今
0,1,30,0,0,0,5,31590935470,飞
0,1,1,0,0,0,5,43229562304,中
0.03,0.97,40,0,1,1,5,37265960272,A
0.016,0.98,900,4,6,50,5,42203938432,C
0.01,0.99,200,0,2,0,5,16591285960,A
0.023,0.97,4300,30,90,40,5,100001046736,小
0.016,0.98,3800,10,30,20,5,27513367342,华
0,1,0,0,0,0,5,38451164051,小
0.018,0.98,300,1,5,0,5,40390721373,华
0.01,0.96,80,2,1,0,5,32909199683,华
0,0.99,300,3,0,7,5,18678557674,华
0.004,0.99,1400,7,7,2,5,25784742588,诺
0.022,0.97,2400,20,30,30,5,41008876621,小
0.033,0.96,400,4,10,8,5,18074160756,摩
0,1,60,0,0,0,5,37344792063,【
0.016,0.98,700,3,8,6,5,40660685304,华
0,1,1,0,0,0,5,42621650270,华
0.04,0.96,100,0,4,0,5,27213967958,华
0.021,0.97,750000,7300,9500,9200,5,3133827,A
0.03,0.97,100,0,3,0,5,30899534034,诺
0,1,10,0,0,0,5,43285822766,华
0.012,0.96,100,4,2,4,5,37860865999,联
0,1,1,0,0,0,5,42902267651,三
0.006,0.98,100,1,1,1,5,26700655121,华
0,1,0,0,0,0,5,33788285195,A
0,1,20,0,0,0,5,39237685497,华
0.011,0.97,80,1,1,0,5,29831262232,华
0.016,0.98,3200,10,30,30,5,33540416192,【
0,1,6,0,0,0,5,29066048417,【
0.008,0.98,100,1,1,2,5,36388529350,小
0.034,0.96,200,2,8,10,5,41536938607,魅
0.016,0.98,200,1,3,1,5,25549032934,诺
0,1,3,0,0,0,5,34657046898,雷
0.037,0.93,45000,1600,1700,100,5,1107459312,诺
0.017,0.98,2700,10,20,10,5,25688359475,华
0.008,0.99,6400,10,20,20,5,20332864553,中
0,1,0,0,0,0,5,42519746122,小
0,0.97,30,1,0,2,5,34304858180,【
0.015,0.98,4000,20,40,20,5,27026656765,锤
0.015,0.98,24000,100,200,100,5,13617860517,A
0.001,0.99,700,2,1,7,5,22289931342,小
0,1,10,0,0,0,5,34865159199,华
0.01,0.99,2000,1,9,2,5,29512057625,创
0,1,50,0,0,0,5,41496089456,努
0.016,0.98,2400,10,10,10,5,26652299283,华
0,1,30,0,0,0,5,33068258947,华
0,1,9,0,0,1,5,40392040251,【
0,1,6,0,0,0,5,40086642446,美
0,1,0,0,0,0,5,40379623141,华
0.02,0.97,5100,50,70,100,5,13186464381,O
0,1,10,0,0,1,5,43575325166,黑
0,1,20,0,0,0,5,37288417418,华
0,1,30,0,0,0,5,43072380129,华
0.044,0.95,100,1,6,0,5,26639430149,小
0.02,0.98,100,0,2,0,5,40729601092,飞
0,1,0,0,0,0,5,41738896243,小
0.014,0.97,200,3,3,3,5,28118562114,小
0.011,0.98,8400,70,80,20,5,15232845904,诺
0.01,0.99,100,0,1,2,5,40017033255,华
0.017,0.96,300,6,6,3,5,22308645464,迪
0.016,0.98,200,1,2,0,5,32975114786,华
0.03,0.97,30,0,1,2,5,34042981076,中
0.014,0.98,100,1,2,0,5,32057252345,华
0,0.99,400,1,0,2,5,32348690437,O
0.021,0.97,600,6,8,8,5,40858855149,小
0.021,0.97,3400,30,40,40,5,26622663085,魅
0.005,0.98,5700,30,30,30,5,27616872688,小
0,0.98,70,1,0,0,5,31719070901,小
0,1,0,0,0,0,5,42784171007,【
0,1,100,0,0,2,5,34557425307,华
0.004,0.98,1700,10,8,10,5,34207962581,B
0,1,20,0,0,0,5,36413990213,华
0,1,10,0,0,2,5,43235694372,华
0,1,4,0,0,0,5,42286472255,华
0,1,1,0,0,0,5,35500592542,华
0.02,0.98,50,0,1,0,5,25243421465,魅
0.02,0.97,700,8,9,9,5,25131651321,金
0,1,30,0,0,1,5,35503945436,1
0.014,0.97,100,2,2,1,5,30530481409,诺
0,1,10,0,0,0,5,37165906614,华
0.015,0.96,100,4,3,2,5,33460357755,华
0.04,0.96,30,0,1,1,5,33694660772,魅
0.007,0.98,10000,80,70,30,5,100001491565,飞
0.008,0.99,730000,1500,1700,2300,5,8264403,小
0.02,0.97,3300,30,50,40,5,26436180238,魅
0,1,30,0,0,0,5,31826352817,飞
0.17,0.83,5,0,1,0,4,40390166998,【
0.01,0.99,200,0,1,1,5,27795005878,金
0.007,0.98,100,1,1,1,5,26663293671,波
0,1,10,0,0,2,5,41572931909,华
0,1,20,0,0,2,5,42580940274,小
0.027,0.94,100,3,3,1,5,27134625225,木
0,1,200,0,0,3,5,41762650168,【
0.012,0.98,300,3,4,7,5,40194373597,努
0.01,0.99,400,0,1,20,5,38361561846,纽
0,1,1,0,0,0,5,42359370161,华
0.005,0.98,100,1,1,0,5,25550222437,诺
0.005,0.98,300,3,2,1,5,18973946977,中
0,1,20,0,0,1,5,37088475772,飞
0,1,10,0,0,0,5,41487964576,联
0,1,0,0,0,0,5,43299601251,华
0.08,0.92,10,0,1,0,5,35477212090,黑
0,1,80,0,0,1,5,30040507985,华
0.016,0.98,19000,90,200,100,5,16418412316,A
0.015,0.98,32000,100,200,200,5,25054453995,小
0.1,0.9,10,0,2,0,5,37151840731,华
0.04,0.95,90,1,3,1,5,41094617554,魅
0.027,0.97,200,1,6,0,5,31217085986,诺
0,1,0,0,0,0,5,42457940212,华
0.001,0.99,1900,5,4,10,5,32416666523,华
0.008,0.99,400,1,2,0,5,35570914541,华
0.026,0.96,600,9,10,8,5,18299514253,迪
0,1,20,0,0,2,5,29948387061,华
0,1,30,0,0,1,5,33023461195,【
0.006,0.98,400,3,3,4,5,29063382032,华
0.018,0.97,9200,100,100,100,5,100001242874,联
0.023,0.97,400,3,7,2,5,39004962179,华
0.074,0.88,100,7,10,10,5,100003534588,索
0.016,0.98,2700,10,20,3,5,27792577803,创
0.045,0.93,70,2,3,1,5,42783800953,魅
0,1,30,0,0,1,5,41168485663,华
0.004,0.99,20000,90,80,100,5,5402840,飞
0.04,0.96,20,0,1,0,5,40380402907,华
0.04,0.96,100,0,4,0,5,18179708589,努
0,1,9,0,0,0,5,36134800190,酷
0,1,100,0,0,2,5,32518142245,华
0,1,0,0,0,0,5,41952085724,荣
0,1,20,0,0,0,5,41050993323,小
0,0.85,6,1,0,0,5,33071036619,艾
0.037,0.96,300,1,9,3,5,16379950493,中
0.01,0.97,73000,900,700,700,5,2870957,守
0,1,40,0,0,0,5,31941951239,华
0.014,0.98,11000,70,100,100,5,28208643271,华
0,1,0,0,0,0,5,41595264314,C
0,0.97,40,1,0,1,5,35225401825,华
0.007,0.99,21000,80,100,100,5,28298635273,v
0.01,0.99,200,0,2,1,5,29733212574,华
0.005,0.98,1000,7,6,5,5,18129628041,美
0,0.99,200,2,0,0,5,34003810206,中
0,1,0,0,0,0,5,42344723823,三
0.007,0.99,620000,2100,2400,3700,5,7321794,华
0,1,0,0,0,0,5,43366060455,酷
0.02,0.98,50,0,1,0,5,33694009528,魅
0.03,0.97,40,0,1,1,5,29571275022,小
0,1,3,0,0,0,5,40980909788,华
0.013,0.98,2200,10,20,20,5,25584728416,华
0.019,0.96,50,1,1,1,5,19823556556,A
0.001,0.99,500,2,1,4,5,34209105694,纽
0,1,3,0,0,0,5,33905469471,M
0.07,0.93,10,0,1,0,5,30669917812,努
0.016,0.98,700,3,10,10,5,29313713229,【
0,0.99,100,1,0,1,5,38387775029,诺
0.004,0.98,200,2,1,3,5,33285888110,华
0.006,0.99,1400,6,8,6,5,40687171529,小
0,1,0,0,0,0,5,41304973916,华
0.002,0.99,8300,20,20,30,5,6494716,守
0.5,0.5,1,0,1,1,3,40304579615,金
0,1,20,0,0,0,5,41318395733,E
0,1,6,0,0,1,5,11262512849,【
0.02,0.98,100,0,2,3,5,42732712847,纽
0.005,0.98,100,2,1,4,5,32912937917,华
0,1,10,0,0,1,5,41760288585,三
0.024,0.97,900,6,10,10,5,28266201014,诺
0.02,0.98,60,0,1,0,5,42429052119,华
0.024,0.97,100,1,3,2,5,28689461403,捷
0.017,0.98,800,3,8,10,5,12321885794,华
0,1,10,0,0,0,5,29784241602,捷
0.15,0.85,6,0,1,0,4,41455332155,华
0,1,0,0,0,0,5,44020061440,小
0,0.9,10,1,0,0,5,34551212496,魅
0,1,5,0,0,0,5,42400345442,【
0.03,0.97,40,0,1,2,5,33212492465,A
0.021,0.97,300,3,4,0,5,30688711043,纽
0.01,0.97,90,1,1,1,5,34502294550,华
0,0.97,40,1,0,3,5,19750906610,宏
0.01,0.99,200,0,1,1,5,30906990076,B
0,1,50,0,0,1,5,35439270919,华
0,1,1,0,0,0,5,41806246520,飞
0.01,0.99,200,0,2,2,5,31936244195,华
0.007,0.99,10000,40,40,50,5,11365685925,华
0.025,0.96,300,6,7,10,5,42847090059,v
0.014,0.98,1200,8,10,1,5,13676597955,诺
0,1,60,0,0,0,5,32374427645,飞
0,1,10,0,0,0,5,36441007761,海
0,1,1,0,0,0,5,42743865275,华
0.05,0.95,20,0,1,1,5,31800126067,小
0.015,0.98,1000,6,8,6,5,39046443421,华
0.02,0.97,38000,400,400,500,5,100000827661,魅
0,1,4,0,0,0,5,44036083842,酷
0.006,0.98,300,2,2,3,5,18486696970,中
0.03,0.96,3200,30,80,20,5,34192083845,魅
0.019,0.96,90,2,2,2,5,37178175153,酷
0,0.98,80,1,0,0,5,31910937627,华
0,1,0,0,0,0,5,43302330167,华
0,1,2,0,0,0,5,35740800310,华
0,1,40,0,0,0,5,41008967611,小
0,1,30,0,0,1,5,42224311438,C
0.118,0.87,60,1,9,1,4,41610942308,小
0,1,10,0,0,0,5,43230623958,【
0,1,20,0,0,0,5,37757621782,华
0.02,0.97,300,4,5,6,5,41006724231,小
0,0.98,50,1,0,0,5,40839057046,纽
0.017,0.98,1400,5,10,20,5,41257211225,朵
0.013,0.97,200,3,3,1,5,30337237199,中
0,0.95,20,1,0,1,5,39227030036,纽
0,1,5,0,0,0,5,41659706606,荣
0.002,0.99,1300,3,3,4,5,29233840340,小
0.008,0.98,2200,10,10,10,5,40669749956,纽
0.015,0.98,42000,200,300,200,5,34182462559,O
0.01,0.99,200,0,2,3,5,39011888362,华
0,1,0,0,0,0,5,41852744841,小
0.019,0.97,100,2,3,3,5,27359915928,小
0.04,0.96,50,0,2,2,5,38554377442,华
0.06,0.94,50,0,3,1,5,29228025679,华
0.015,0.98,720000,3800,7900,5600,5,100000177756,A
0.004,0.98,400,4,2,6,5,32029273053,华
0.01,0.99,100,0,1,0,5,18499337160,中
0,1,40,0,0,1,5,27422630031,华
0.015,0.98,100,1,2,1,5,25147839704,易
0.009,0.99,500,1,4,4,5,34381276801,O
0,1,0,0,0,0,5,39239068282,【
0.01,0.99,100,0,1,2,5,41384577685,【
0.004,0.99,2100,10,10,10,5,34157271973,O
0.008,0.99,5000,10,10,10,5,100003896640,【
0.012,0.98,2400,20,20,10,5,11975459723,【
0.008,0.99,51000,100,100,300,5,100001590221,海
0,1,1,0,0,0,5,43764660416,华
0.009,0.99,2100,3,10,10,5,26729502311,华
0,1,1,0,0,0,5,37634778804,小
0.03,0.93,60,2,2,6,5,40993289299,小
0.008,0.99,3400,9,10,30,5,25867475583,M
0.015,0.98,720000,3800,7900,5600,5,100000177760,A
0.013,0.98,5500,40,60,60,5,11988292946,S
0.008,0.99,400,1,2,3,5,11778437082,飞
0,1,100,0,0,1,5,32942008112,A
0,1,2,0,0,0,5,29662797448,华
0.021,0.97,600,6,7,3,5,34846165559,天
0.009,0.99,550000,900,1300,2000,5,7123635,荣
0.031,0.96,200,2,5,1,5,100002159382,D
0.007,0.98,430000,4000,3100,2400,5,3889169,飞
0.023,0.97,600,5,10,10,5,32568019308,华
0.014,0.98,3400,20,20,30,5,34204592001,O
0,1,30,0,0,2,5,41678764102,纽
0.016,0.98,4600,20,20,40,5,19498980945,金
0.018,0.95,400,10,9,2,5,40870641261,s
0,1,10,0,0,0,5,26963333740,华
0,1,3,0,0,0,5,37548301155,华
0.043,0.94,50,1,2,1,5,12018292571,酷
0.12,0.88,10,0,2,1,5,39986005505,诺
0,1,0,0,0,0,5,41398234675,华
0,0.97,40,1,0,1,5,40251433257,努
0.076,0.84,10,1,1,1,5,40510000463,中
0,1,30,0,0,2,5,38766908656,C
0.061,0.93,100,1,6,1,5,29503375996,守
0.004,0.99,400,2,2,3,5,33150916670,小
0,1,100,0,0,0,5,39876896793,华
0.006,0.99,190000,800,900,600,5,7635559,华
0.003,0.99,3600,10,10,20,5,32156607131,华
0,0.98,50,1,0,2,5,38341020466,华
0.012,0.97,70,1,1,1,5,30868337655,华
0.003,0.99,2800,10,9,10,5,12966278313,索
0.01,0.99,100,0,1,1,5,37478854078,天
0.016,0.98,59000,200,400,1000,5,6577495,三
0.015,0.98,2600,10,10,10,5,32942960124,A
0.01,0.99,200,0,2,2,5,27292879269,捷
0,1,300,0,0,10,5,42702130095,【
0,1,100,0,0,1,5,40850510945,铂
0,1,3,0,0,0,5,42339199416,荣
0.1,0.9,9,0,1,1,5,42630488421,华
0,1,0,0,0,0,5,42937044923,1
0.002,0.98,300,3,1,1,5,30614212289,魅
0,1,20,0,0,0,5,37051348345,华
0,1,60,0,0,0,5,34477448504,三
0.007,0.98,100,1,1,1,5,26657738800,华
0.016,0.98,1300,7,10,20,5,28265409979,诺
0,0.98,80,1,0,0,5,38478851659,小
0.024,0.95,100,3,3,0,5,28768570690,小
0,1,20,0,0,0,5,36324670120,飞
0,0.95,20,1,0,0,5,39232831929,三
0.025,0.97,300,2,7,3,5,34091696968,小
0,1,40,0,0,0,5,23176848912,酷
0.01,0.99,100,0,1,2,5,37314108455,华
0,0.91,10,1,0,0,5,36236349834,华
0,1,1,0,0,0,5,43602246997,中
0.02,0.98,50,0,1,1,5,31471675611,小
0,1,6,0,0,0,5,14791177859,【
0,1,40,0,0,4,5,41901148287,小
0.01,0.97,400,5,5,6,5,37632228951,努
0.009,0.97,300,6,3,2,5,33069047085,A
0.015,0.98,62000,300,300,400,5,100000993102,魅
0.03,0.97,200,0,6,1,5,36759096204,A
0.009,0.98,12000,100,100,100,5,34746471352,多
0.008,0.99,400,1,3,1,5,28756461890,诺
0,1,60,0,0,0,5,27717015729,爱
0.007,0.99,8100,30,40,30,5,29920846882,O
0,1,0,0,0,0,5,40625409157,C
0.008,0.99,250000,600,1000,1500,5,100000822981,华
0.018,0.97,8100,100,100,400,5,100003525722,三
0,1,50,0,0,0,5,27114094019,飞
0,1,80,0,0,1,5,40229610023,O
0.005,0.98,1000,8,6,8,5,11075527092,索
0,1,10,0,0,0,5,40899311287,华
0.015,0.98,270000,1600,1700,2300,5,100000773889,v
0.022,0.97,2100,10,20,5,5,25539335071,誉
0,1,0,0,0,0,5,32465630600,华
0,1,70,0,0,2,5,15121728559,易
0.15,0.85,6,0,1,1,4,42097570025,小
0.018,0.98,800,2,7,7,5,27398632533,华
0.008,0.99,3500,10,20,10,5,29462906884,小
0.006,0.99,600000,2900,3100,4400,5,8656283,小
0.022,0.97,13000,100,200,100,5,100001243284,三
0,1,60,0,0,1,5,34998387251,O
0.04,0.96,30,0,1,1,5,38248950399,华
0.2,0.8,4,0,1,0,4,41140191994,小
0,1,100,0,0,3,5,40714615802,华
0.022,0.97,10000,90,100,80,5,11546204538,酷
0,1,200,0,0,0,5,16802846421,A
0.016,0.98,4100,10,40,40,5,34641453792,华
0.06,0.94,10,0,1,0,5,41490928105,飞
0.018,0.98,400,1,4,4,5,35759817209,一
0,1,0,0,0,0,5,35223817502,黑
0,1,200,0,0,3,5,35596059482,华
0,0.95,20,1,0,0,5,42554021175,三
0,1,4,0,0,0,5,32358840651,守
0,1,50,0,0,1,5,32954999291,A
0.013,0.98,5100,30,40,30,5,10562238275,A
0.07,0.93,10,0,1,0,5,41673423888,华
0.011,0.97,54000,800,600,300,5,1357992032,誉
0.003,0.99,9400,40,30,40,5,6425157,飞
0.03,0.96,1900,20,40,20,5,30019482169,诺
0,0.88,8,1,0,0,5,32873797378,3
0,1,0,0,0,0,5,42510735450,华
0,1,3,0,0,0,5,18668526188,诺
0,1,10,0,0,0,5,37053340013,华
0.02,0.97,100,2,3,2,5,15346324935,三
0.04,0.96,100,0,6,1,5,12818280016,V
0,1,3,0,0,0,5,41510840137,A
0,1,7,0,0,0,5,40513519889,小
0.02,0.98,100,0,3,2,5,32777175400,华
0.019,0.97,9500,100,100,500,5,100002355147,三
0,1,0,0,0,0,5,28758012757,小
0.008,0.97,1200,20,10,8,5,31169008076,小
0.02,0.98,100,0,3,0,5,39672754794,3
1,0,0,0,1,0,1,42426830665,华
0.007,0.99,8100,30,40,30,5,23853423844,华
0.024,0.97,300,2,5,4,5,34693782052,【
0,1,0,0,0,0,5,29458184728,华
0,1,0,0,0,0,5,37771895826,华
0.01,0.99,200,0,1,1,5,28728765212,华
0.001,0.98,700,7,1,2,5,29228465654,小
0,1,0,0,0,0,5,40980937726,华
0.05,0.95,20,0,1,1,5,33518480873,V
0.004,0.99,1800,8,8,1,5,100000794050,飞
0.022,0.97,1200,10,10,8,5,32851874730,小
0.014,0.98,4500,30,40,50,5,26509792443,华
