USERID,最近一次消费间隔,年消费次数,年消费金额,R,F,M,RFM,Label
143832,467,3,118.9,5,3,3,533,重要价值客户
157273,490,2,78.5,5,2,3,523,重要价值客户
112950,622,1,49.0,3,1,2,312,潜力客户
147346,578,2,408.0,4,2,4,424,重要深耕客户
163282,622,1,46.9,3,1,2,312,潜力客户
58919,622,1,39.9,3,1,2,312,潜力客户
105252,472,2,495.0,5,2,4,524,重要价值客户
122888,622,1,39.0,3,1,2,312,潜力客户
62128,622,1,33.8,3,1,2,312,潜力客户
162099,496,2,417.0,5,2,4,524,重要价值客户
150778,622,1,27.9,3,1,2,312,潜力客户
99885,622,1,26.9,3,1,2,312,潜力客户
140639,457,2,4301.9,5,2,5,525,重要价值客户
93745,480,4,274.8,5,4,3,543,重要价值客户
94590,622,1,19.9,3,1,2,312,潜力客户
147370,622,1,19.9,3,1,2,312,潜力客户
55226,622,1,19.9,3,1,2,312,潜力客户
138293,622,1,18.0,3,1,2,312,潜力客户
117861,622,1,17.8,3,1,2,312,潜力客户
60324,622,1,16.6,3,1,2,312,潜力客户
131266,622,1,15.5,3,1,2,312,潜力客户
95222,622,1,15.0,3,1,2,312,潜力客户
112360,622,1,15.0,3,1,2,312,潜力客户
153960,517,2,33.9,4,2,2,422,重要深耕客户
161826,622,1,13.9,3,1,1,311,潜力客户
125114,572,2,38.9,4,2,2,422,重要深耕客户
104240,481,3,29.4,5,3,2,532,重要价值客户
114114,622,1,12.9,3,1,1,311,潜力客户
75297,622,1,12.9,3,1,1,311,潜力客户
164155,622,1,11.9,3,1,1,311,潜力客户
153523,622,1,11.9,3,1,1,311,潜力客户
57009,622,1,11.9,3,1,1,311,潜力客户
110831,477,2,20.2,5,2,2,522,重要价值客户
66401,529,2,2440.0,4,2,5,425,重要深耕客户
130753,622,1,10.9,3,1,1,311,潜力客户
79613,622,1,10.9,3,1,1,311,潜力客户
134545,463,2,31.799999999999997,5,2,2,522,重要价值客户
102050,530,2,308.9,4,2,4,424,重要深耕客户
117417,622,1,9.9,3,1,1,311,潜力客户
119833,622,1,9.9,3,1,1,311,潜力客户
104397,622,1,9.9,3,1,1,311,潜力客户
98032,622,1,9.9,3,1,1,311,潜力客户
59369,622,1,9.9,3,1,1,311,潜力客户
62214,472,2,24.4,5,2,2,522,重要价值客户
80490,622,1,9.9,3,1,1,311,潜力客户
142185,622,1,9.9,3,1,1,311,潜力客户
103742,622,1,9.9,3,1,1,311,潜力客户
103574,622,1,9.8,3,1,1,311,潜力客户
88600,622,1,9.8,3,1,1,311,潜力客户
94935,606,2,4508.8,3,2,5,325,潜力客户
126058,622,1,9.0,3,1,1,311,潜力客户
121192,622,1,9.0,3,1,1,311,潜力客户
114008,622,1,8.9,3,1,1,311,潜力客户
119024,614,2,15.2,3,2,2,322,潜力客户
59813,622,1,8.9,3,1,1,311,潜力客户
83137,622,1,8.9,3,1,1,311,潜力客户
130055,622,1,7.8,3,1,1,311,潜力客户
62760,622,1,6.9,3,1,1,311,潜力客户
133523,622,1,6.9,3,1,1,311,潜力客户
157328,622,1,6.8,3,1,1,311,潜力客户
138260,622,1,6.8,3,1,1,311,潜力客户
152367,616,2,105.5,3,2,3,323,潜力客户
163196,622,1,6.3,3,1,1,311,潜力客户
158148,622,1,6.3,3,1,1,311,潜力客户
152828,497,2,14.6,5,2,1,521,重要价值客户
124389,622,1,6.0,3,1,1,311,潜力客户
143914,622,1,6.0,3,1,1,311,潜力客户
99511,622,1,4.2,3,1,1,311,潜力客户
120480,622,1,3.9,3,1,1,311,潜力客户
131974,622,1,3.9,3,1,1,311,潜力客户
135530,621,1,6899.0,3,1,5,315,潜力客户
156412,621,1,6188.0,3,1,5,315,潜力客户
111915,621,1,5899.0,3,1,5,315,潜力客户
115827,621,1,3999.0,3,1,5,315,潜力客户
125436,621,1,3999.0,3,1,5,315,潜力客户
124006,621,1,3999.0,3,1,5,315,潜力客户
136254,621,1,3899.0,3,1,5,315,潜力客户
88797,621,1,3899.0,3,1,5,315,潜力客户
69377,621,1,3799.0,3,1,5,315,潜力客户
130755,621,1,3779.0,3,1,5,315,潜力客户
56919,621,1,3599.0,3,1,5,315,潜力客户
152206,555,2,3805.0,4,2,5,425,重要深耕客户
54065,621,1,3299.0,3,1,5,315,潜力客户
117261,621,1,3299.0,3,1,5,315,潜力客户
164593,621,1,2999.0,3,1,5,315,潜力客户
126679,621,1,2799.0,3,1,5,315,潜力客户
68646,621,1,2749.0,3,1,5,315,潜力客户
52807,621,1,2599.0,3,1,5,315,潜力客户
72850,621,1,2586.0,3,1,5,315,潜力客户
129746,621,1,2286.0,3,1,4,314,潜力客户
132888,621,1,2244.0,3,1,4,314,潜力客户
86138,467,2,2208.9,5,2,4,524,重要价值客户
152752,495,2,2107.6,5,2,4,524,重要价值客户
150950,547,2,2005.8,4,2,4,424,重要深耕客户
143305,621,1,1999.0,3,1,4,314,潜力客户
97908,621,1,1699.0,3,1,4,314,潜力客户
73529,621,1,1599.0,3,1,4,314,潜力客户
66923,621,1,1348.0,3,1,4,314,潜力客户
81337,621,1,1299.0,3,1,4,314,潜力客户
100562,621,1,1299.0,3,1,4,314,潜力客户
59587,621,1,1299.0,3,1,4,314,潜力客户
80783,621,1,1285.0,3,1,4,314,潜力客户
163672,621,1,999.0,3,1,4,314,潜力客户
113761,621,1,899.0,3,1,4,314,潜力客户
162113,579,2,2437.0,4,2,5,425,重要深耕客户
132393,621,1,799.0,3,1,4,314,潜力客户
152844,621,1,749.0,3,1,4,314,潜力客户
155877,491,3,738.9,5,3,4,534,重要价值客户
96485,621,1,699.0,3,1,4,314,潜力客户
58067,621,1,699.0,3,1,4,314,潜力客户
134341,597,2,1997.0,3,2,4,324,潜力客户
70529,621,1,499.0,3,1,4,314,潜力客户
101262,499,2,603.0,5,2,4,524,重要价值客户
159106,621,1,439.0,3,1,4,314,潜力客户
133302,621,1,399.0,3,1,4,314,潜力客户
56314,585,2,323.9,3,2,4,324,潜力客户
92303,492,2,698.0,5,2,4,524,重要价值客户
125108,483,2,308.9,5,2,4,524,重要价值客户
54419,621,1,299.0,3,1,3,313,潜力客户
53020,621,1,299.0,3,1,3,313,潜力客户
134970,621,1,299.0,3,1,3,313,潜力客户
92542,621,1,299.0,3,1,3,313,潜力客户
137392,621,1,298.0,3,1,3,313,潜力客户
93193,536,2,348.0,4,2,4,424,重要深耕客户
74074,621,1,286.0,3,1,3,313,潜力客户
93792,621,1,279.0,3,1,3,313,潜力客户
139680,600,2,278.9,3,2,3,323,潜力客户
155543,621,1,258.0,3,1,3,313,潜力客户
70547,621,1,249.0,3,1,3,313,潜力客户
53830,488,2,694.0,5,2,4,524,重要价值客户
61189,621,1,199.0,3,1,3,313,潜力客户
108059,528,2,221.9,4,2,3,423,重要深耕客户
121174,621,1,179.0,3,1,3,313,潜力客户
110966,543,2,288.0,4,2,3,423,重要深耕客户
154840,621,1,178.0,3,1,3,313,潜力客户
94321,621,1,158.0,3,1,3,313,潜力客户
150979,621,1,129.0,3,1,3,313,潜力客户
112473,621,1,125.0,3,1,3,313,潜力客户
70582,456,2,195.0,5,2,3,523,重要价值客户
62024,621,1,99.0,3,1,3,313,潜力客户
161621,621,1,99.0,3,1,3,313,潜力客户
82472,621,1,98.0,3,1,3,313,潜力客户
76324,621,1,89.0,3,1,3,313,潜力客户
67504,621,1,89.0,3,1,3,313,潜力客户
139363,464,2,129.0,5,2,3,523,重要价值客户
52291,477,3,556.9,5,3,4,534,重要价值客户
146158,621,1,69.0,3,1,3,313,潜力客户
132461,462,2,78.9,5,2,3,523,重要价值客户
120971,621,1,69.0,3,1,3,313,潜力客户
105776,621,1,65.9,3,1,3,313,潜力客户
58270,621,1,65.0,3,1,3,313,潜力客户
101829,621,1,59.0,3,1,2,312,潜力客户
67280,621,1,59.0,3,1,2,312,潜力客户
160667,547,2,68.9,4,2,3,423,重要深耕客户
146184,621,1,59.0,3,1,2,312,潜力客户
112765,621,1,59.0,3,1,2,312,潜力客户
109242,621,1,49.9,3,1,2,312,潜力客户
81535,621,1,49.0,3,1,2,312,潜力客户
160599,621,1,49.0,3,1,2,312,潜力客户
124125,506,2,56.0,5,2,2,522,重要价值客户
134216,621,1,39.5,3,1,2,312,潜力客户
79584,621,1,39.0,3,1,2,312,潜力客户
126237,621,1,39.0,3,1,2,312,潜力客户
154589,621,1,36.0,3,1,2,312,潜力客户
93159,507,2,55.8,5,2,2,522,重要价值客户
69851,519,2,334.0,4,2,4,424,重要深耕客户
82647,621,1,35.0,3,1,2,312,潜力客户
134801,621,1,32.8,3,1,2,312,潜力客户
164083,621,1,31.0,3,1,2,312,潜力客户
97708,621,1,31.0,3,1,2,312,潜力客户
129144,621,1,29.0,3,1,2,312,潜力客户
103603,584,3,2717.9,3,3,5,335,重要挽留客户
71151,621,1,29.0,3,1,2,312,潜力客户
103290,581,3,2716.0,4,3,5,435,重要深耕客户
61250,621,1,29.0,3,1,2,312,潜力客户
129913,621,1,23.9,3,1,2,312,潜力客户
98935,621,1,21.9,3,1,2,312,潜力客户
131164,621,1,21.9,3,1,2,312,潜力客户
106943,482,2,217.9,5,2,3,523,重要价值客户
161950,621,1,19.9,3,1,2,312,潜力客户
85269,621,1,19.9,3,1,2,312,潜力客户
138762,621,1,18.9,3,1,2,312,潜力客户
146332,621,1,18.8,3,1,2,312,潜力客户
119877,521,2,3216.9,4,2,5,425,重要深耕客户
111890,621,1,17.5,3,1,2,312,潜力客户
59571,621,1,16.9,3,1,2,312,潜力客户
79337,621,1,14.5,3,1,1,311,潜力客户
131065,618,2,22.9,3,2,2,322,潜力客户
86388,621,1,13.9,3,1,1,311,潜力客户
156043,621,1,13.9,3,1,1,311,潜力客户
84826,621,1,13.2,3,1,1,311,潜力客户
92570,621,1,12.5,3,1,1,311,潜力客户
139499,621,1,12.5,3,1,1,311,潜力客户
138674,619,2,23.8,3,2,2,322,潜力客户
74552,621,1,11.9,3,1,1,311,潜力客户
146321,621,1,11.9,3,1,1,311,潜力客户
65327,621,1,11.9,3,1,1,311,潜力客户
70222,621,1,11.9,3,1,1,311,潜力客户
144771,621,1,11.5,3,1,1,311,潜力客户
124638,621,1,11.0,3,1,1,311,潜力客户
100314,621,1,10.9,3,1,1,311,潜力客户
116940,621,1,10.9,3,1,1,311,潜力客户
51588,501,3,8008.9,5,3,5,535,重要价值客户
76332,621,1,10.9,3,1,1,311,潜力客户
148361,621,1,10.0,3,1,1,311,潜力客户
133925,532,2,27.9,4,2,2,422,重要深耕客户
145012,545,2,159.0,4,2,3,423,重要深耕客户
117979,621,1,9.9,3,1,1,311,潜力客户
133088,621,1,9.9,3,1,1,311,潜力客户
84137,621,1,9.9,3,1,1,311,潜力客户
122610,579,2,29.799999999999997,4,2,2,422,重要深耕客户
54853,621,1,9.9,3,1,1,311,潜力客户
71795,621,1,9.9,3,1,1,311,潜力客户
121682,621,1,9.9,3,1,1,311,潜力客户
149541,621,1,9.9,3,1,1,311,潜力客户
121121,621,1,9.9,3,1,1,311,潜力客户
69200,621,1,9.9,3,1,1,311,潜力客户
101657,621,1,9.9,3,1,1,311,潜力客户
89559,621,1,9.8,3,1,1,311,潜力客户
67305,621,1,9.0,3,1,1,311,潜力客户
117120,621,1,8.9,3,1,1,311,潜力客户
75862,621,1,8.6,3,1,1,311,潜力客户
133452,621,1,8.6,3,1,1,311,潜力客户
112827,621,1,8.0,3,1,1,311,潜力客户
90904,590,2,45.9,3,2,2,322,潜力客户
99799,621,1,6.8,3,1,1,311,潜力客户
138246,621,1,6.3,3,1,1,311,潜力客户
110876,621,1,6.0,3,1,1,311,潜力客户
131487,555,2,944.9,4,2,4,424,重要深耕客户
89940,613,2,3.4,3,2,1,321,潜力客户
139010,621,1,0.5,3,1,1,311,潜力客户
72825,620,1,6949.0,3,1,5,315,潜力客户
154295,620,1,5299.0,3,1,5,315,潜力客户
80964,620,1,5199.0,3,1,5,315,潜力客户
116197,620,1,4998.0,3,1,5,315,潜力客户
65607,620,1,4899.0,3,1,5,315,潜力客户
107001,620,1,4799.0,3,1,5,315,潜力客户
119038,603,2,4510.9,3,2,5,325,潜力客户
60594,620,1,4454.0,3,1,5,315,潜力客户
157842,620,1,4199.0,3,1,5,315,潜力客户
162787,620,1,3999.0,3,1,5,315,潜力客户
59914,620,1,3999.0,3,1,5,315,潜力客户
136182,620,1,3899.0,3,1,5,315,潜力客户
58158,620,1,3799.0,3,1,5,315,潜力客户
84696,620,1,3599.0,3,1,5,315,潜力客户
126330,620,1,3399.0,3,1,5,315,潜力客户
67899,620,1,3344.0,3,1,5,315,潜力客户
60604,620,1,3199.0,3,1,5,315,潜力客户
160895,620,1,3099.0,3,1,5,315,潜力客户
131180,548,2,3498.0,4,2,5,425,重要深耕客户
139896,620,1,2899.0,3,1,5,315,潜力客户
107290,620,1,2799.0,3,1,5,315,潜力客户
121112,469,2,5397.0,5,2,5,525,重要价值客户
163744,620,1,2599.0,3,1,5,315,潜力客户
73024,620,1,2599.0,3,1,5,315,潜力客户
107061,620,1,2480.0,3,1,5,315,潜力客户
60022,620,1,2399.0,3,1,5,315,潜力客户
150838,620,1,2299.0,3,1,5,315,潜力客户
95790,620,1,2286.0,3,1,4,314,潜力客户
78229,620,1,2188.0,3,1,4,314,潜力客户
141656,536,2,1908.9,4,2,4,424,重要深耕客户
99543,620,1,1899.0,3,1,4,314,潜力客户
87855,620,1,1888.0,3,1,4,314,潜力客户
123924,581,2,1665.0,4,2,4,424,重要深耕客户
131511,522,2,4498.0,4,2,5,425,重要深耕客户
131119,620,1,1499.0,3,1,4,314,潜力客户
70524,587,3,3167.0,3,3,5,335,重要挽留客户
95758,505,2,3498.0,5,2,5,525,重要价值客户
144304,620,1,1288.0,3,1,4,314,潜力客户
164048,620,1,1249.0,3,1,4,314,潜力客户
132872,620,1,1249.0,3,1,4,314,潜力客户
107148,620,1,1249.0,3,1,4,314,潜力客户
93791,620,1,1198.0,3,1,4,314,潜力客户
86883,484,2,1134.0,5,2,4,524,重要价值客户
136610,620,1,888.0,3,1,4,314,潜力客户
102802,604,2,1358.0,3,2,4,324,潜力客户
136823,620,1,759.0,3,1,4,314,潜力客户
119199,620,1,699.0,3,1,4,314,潜力客户
57993,620,1,698.0,3,1,4,314,潜力客户
107204,620,1,526.0,3,1,4,314,潜力客户
162596,620,1,399.0,3,1,4,314,潜力客户
131267,620,1,389.0,3,1,4,314,潜力客户
128292,620,1,339.0,3,1,4,314,潜力客户
78141,620,1,299.0,3,1,3,313,潜力客户
83680,620,1,289.0,3,1,3,313,潜力客户
55000,534,2,258.9,4,2,3,423,重要深耕客户
105284,511,2,275.0,5,2,3,523,重要价值客户
58633,620,1,219.0,3,1,3,313,潜力客户
163132,620,1,199.0,3,1,3,313,潜力客户
163950,620,1,199.0,3,1,3,313,潜力客户
76840,533,2,238.0,4,2,3,423,重要深耕客户
156960,620,1,199.0,3,1,3,313,潜力客户
83237,620,1,188.0,3,1,3,313,潜力客户
143256,620,1,179.0,3,1,3,313,潜力客户
86030,620,1,179.0,3,1,3,313,潜力客户
131907,620,1,178.0,3,1,3,313,潜力客户
66328,620,1,159.0,3,1,3,313,潜力客户
146287,620,1,138.0,3,1,3,313,潜力客户
115489,620,1,128.0,3,1,3,313,潜力客户
149764,620,1,99.0,3,1,3,313,潜力客户
143950,620,1,99.0,3,1,3,313,潜力客户
85416,620,1,99.0,3,1,3,313,潜力客户
93574,620,1,87.0,3,1,3,313,潜力客户
110868,620,1,86.0,3,1,3,313,潜力客户
70662,606,2,96.9,3,2,3,323,潜力客户
120899,620,1,69.0,3,1,3,313,潜力客户
109994,620,1,67.0,3,1,3,313,潜力客户
82548,620,1,59.0,3,1,2,312,潜力客户
97623,620,1,59.0,3,1,2,312,潜力客户
124029,620,1,58.0,3,1,2,312,潜力客户
132923,620,1,53.0,3,1,2,312,潜力客户
125195,571,2,328.0,4,2,4,424,重要深耕客户
81673,504,3,1286.0,5,3,4,534,重要价值客户
70950,615,2,92.9,3,2,3,323,潜力客户
71934,620,1,31.9,3,1,2,312,潜力客户
120412,620,1,30.0,3,1,2,312,潜力客户
153227,620,1,29.0,3,1,2,312,潜力客户
113088,620,1,29.0,3,1,2,312,潜力客户
115455,596,2,46.9,3,2,2,322,潜力客户
118582,620,1,28.9,3,1,2,312,潜力客户
59547,620,1,26.0,3,1,2,312,潜力客户
54850,620,1,23.0,3,1,2,312,潜力客户
65998,620,1,21.9,3,1,2,312,潜力客户
64034,482,2,50.9,5,2,2,522,重要价值客户
162934,620,1,21.9,3,1,2,312,潜力客户
104513,620,1,19.9,3,1,2,312,潜力客户
105543,620,1,19.9,3,1,2,312,潜力客户
123177,620,1,19.9,3,1,2,312,潜力客户
88088,562,2,25.0,4,2,2,422,重要深耕客户
97716,551,2,314.0,4,2,4,424,重要深耕客户
92905,620,1,15.0,3,1,2,312,潜力客户
74402,620,1,14.0,3,1,1,311,潜力客户
68884,620,1,13.9,3,1,1,311,潜力客户
77001,620,1,13.9,3,1,1,311,潜力客户
135634,620,1,11.9,3,1,1,311,潜力客户
102535,584,2,150.9,3,2,3,323,潜力客户
73199,620,1,11.9,3,1,1,311,潜力客户
57718,511,2,2010.0,5,2,4,524,重要价值客户
100943,620,1,10.9,3,1,1,311,潜力客户
80174,593,2,22.8,3,2,2,322,潜力客户
113400,620,1,9.9,3,1,1,311,潜力客户
143308,620,1,9.9,3,1,1,311,潜力客户
79314,620,1,9.9,3,1,1,311,潜力客户
113456,620,1,9.9,3,1,1,311,潜力客户
133516,620,1,9.9,3,1,1,311,潜力客户
71663,620,1,9.9,3,1,1,311,潜力客户
137672,620,1,9.0,3,1,1,311,潜力客户
152382,620,1,9.0,3,1,1,311,潜力客户
92968,620,1,9.0,3,1,1,311,潜力客户
85020,534,4,7607.8,4,4,5,445,重要唤回客户
108068,620,1,9.0,3,1,1,311,潜力客户
149315,486,2,18.0,5,2,2,522,重要价值客户
115198,620,1,8.9,3,1,1,311,潜力客户
69977,620,1,8.9,3,1,1,311,潜力客户
64458,620,1,8.9,3,1,1,311,潜力客户
107341,620,1,8.9,3,1,1,311,潜力客户
92387,620,1,8.9,3,1,1,311,潜力客户
86288,620,1,8.9,3,1,1,311,潜力客户
106568,620,1,8.6,3,1,1,311,潜力客户
56651,620,1,7.8,3,1,1,311,潜力客户
57331,620,1,7.7,3,1,1,311,潜力客户
131537,620,1,6.9,3,1,1,311,潜力客户
86756,620,1,6.9,3,1,1,311,潜力客户
91648,620,1,6.8,3,1,1,311,潜力客户
94749,620,1,6.8,3,1,1,311,潜力客户
158464,606,2,205.3,3,2,3,323,潜力客户
119737,620,1,6.3,3,1,1,311,潜力客户
121693,613,2,72.0,3,2,3,323,潜力客户
137154,620,1,2.9,3,1,1,311,潜力客户
59538,620,1,0.5,3,1,1,311,潜力客户
135995,620,1,0.5,3,1,1,311,潜力客户
91810,619,1,9399.0,3,1,5,315,潜力客户
146464,462,2,5399.0,5,2,5,525,重要价值客户
142651,619,1,4729.0,3,1,5,315,潜力客户
86841,619,1,4599.0,3,1,5,315,潜力客户
64832,619,1,3988.0,3,1,5,315,潜力客户
104174,619,1,3799.0,3,1,5,315,潜力客户
84727,619,1,3599.0,3,1,5,315,潜力客户
60047,619,1,3499.0,3,1,5,315,潜力客户
52189,619,1,3399.0,3,1,5,315,潜力客户
97456,619,1,3386.0,3,1,5,315,潜力客户
121754,619,1,3099.0,3,1,5,315,潜力客户
139288,619,1,2499.0,3,1,5,315,潜力客户
52582,619,1,2344.0,3,1,5,315,潜力客户
109283,619,1,2286.0,3,1,4,314,潜力客户
121032,619,1,2199.0,3,1,4,314,潜力客户
123786,619,1,2199.0,3,1,4,314,潜力客户
131762,619,1,2199.0,3,1,4,314,潜力客户
87930,619,1,1999.0,3,1,4,314,潜力客户
165022,619,1,1999.0,3,1,4,314,潜力客户
56151,619,1,1999.0,3,1,4,314,潜力客户
78388,619,1,1999.0,3,1,4,314,潜力客户
146858,619,1,1899.0,3,1,4,314,潜力客户
66038,619,1,1899.0,3,1,4,314,潜力客户
86512,619,1,1889.0,3,1,4,314,潜力客户
136259,619,1,1759.0,3,1,4,314,潜力客户
111410,554,2,1608.0,4,2,4,424,重要深耕客户
97296,619,1,1480.0,3,1,4,314,潜力客户
88493,619,1,1299.0,3,1,4,314,潜力客户
105763,619,1,1249.0,3,1,4,314,潜力客户
143762,619,1,1129.0,3,1,4,314,潜力客户
128133,619,1,1098.0,3,1,4,314,潜力客户
110885,619,1,1028.0,3,1,4,314,潜力客户
72744,619,1,945.0,3,1,4,314,潜力客户
55817,619,1,899.0,3,1,4,314,潜力客户
157375,619,1,888.0,3,1,4,314,潜力客户
124545,600,2,806.8,3,2,4,324,潜力客户
85971,619,1,558.0,3,1,4,314,潜力客户
83332,619,1,539.0,3,1,4,314,潜力客户
128953,619,1,509.0,3,1,4,314,潜力客户
85808,619,1,508.0,3,1,4,314,潜力客户
133436,565,2,588.0,4,2,4,424,重要深耕客户
108259,619,1,466.0,3,1,4,314,潜力客户
94568,619,1,429.0,3,1,4,314,潜力客户
109372,619,1,419.0,3,1,4,314,潜力客户
163303,619,1,399.0,3,1,4,314,潜力客户
99808,619,1,399.0,3,1,4,314,潜力客户
150268,619,1,399.0,3,1,4,314,潜力客户
71178,619,1,399.0,3,1,4,314,潜力客户
109509,487,3,936.0,5,3,4,534,重要价值客户
74308,619,1,359.0,3,1,4,314,潜力客户
154938,619,1,328.0,3,1,4,314,潜力客户
78933,619,1,299.0,3,1,3,313,潜力客户
154752,619,1,299.0,3,1,3,313,潜力客户
92397,619,1,298.0,3,1,3,313,潜力客户
70935,619,1,295.0,3,1,3,313,潜力客户
67936,619,1,239.0,3,1,3,313,潜力客户
65276,529,2,234.9,4,2,3,423,重要深耕客户
116808,619,1,199.0,3,1,3,313,潜力客户
79677,619,1,198.0,3,1,3,313,潜力客户
117166,619,1,179.0,3,1,3,313,潜力客户
97946,483,3,2127.0,5,3,4,534,重要价值客户
149389,619,1,169.0,3,1,3,313,潜力客户
106669,619,1,149.0,3,1,3,313,潜力客户
150942,619,1,148.0,3,1,3,313,潜力客户
121053,619,1,99.9,3,1,3,313,潜力客户
133571,619,1,99.0,3,1,3,313,潜力客户
76931,619,1,99.0,3,1,3,313,潜力客户
123214,579,2,6688.0,4,2,5,425,重要深耕客户
116274,596,2,102.5,3,2,3,323,潜力客户
97942,619,1,89.0,3,1,3,313,潜力客户
158539,619,1,82.0,3,1,3,313,潜力客户
128262,619,1,79.0,3,1,3,313,潜力客户
154977,458,2,2678.0,5,2,5,525,重要价值客户
96642,619,1,69.0,3,1,3,313,潜力客户
121191,619,1,69.0,3,1,3,313,潜力客户
60058,619,1,59.0,3,1,2,312,潜力客户
159559,495,2,108.0,5,2,3,523,重要价值客户
87543,619,1,59.0,3,1,2,312,潜力客户
113517,619,1,59.0,3,1,2,312,潜力客户
84618,619,1,51.0,3,1,2,312,潜力客户
116211,603,2,55.0,3,2,2,322,潜力客户
73345,619,1,44.9,3,1,2,312,潜力客户
140400,466,2,50.9,5,2,2,522,重要价值客户
125700,619,1,39.0,3,1,2,312,潜力客户
60655,539,2,3432.8,4,2,5,425,重要深耕客户
128462,619,1,29.9,3,1,2,312,潜力客户
127167,619,1,29.9,3,1,2,312,潜力客户
113218,467,2,227.0,5,2,3,523,重要价值客户
64811,619,1,29.0,3,1,2,312,潜力客户
69296,619,1,29.0,3,1,2,312,潜力客户
154903,530,2,72.9,4,2,3,423,重要深耕客户
66688,619,1,23.9,3,1,2,312,潜力客户
67893,619,1,21.6,3,1,2,312,潜力客户
78728,619,1,19.9,3,1,2,312,潜力客户
68682,495,2,4618.9,5,2,5,525,重要价值客户
92771,619,1,19.9,3,1,2,312,潜力客户
67264,580,2,127.9,4,2,3,423,重要深耕客户
139339,619,1,19.9,3,1,2,312,潜力客户
137755,601,2,28.5,3,2,2,322,潜力客户
150703,456,2,99.80000000000001,5,2,3,523,重要价值客户
161537,619,1,17.9,3,1,2,312,潜力客户
82008,619,1,16.5,3,1,2,312,潜力客户
54650,619,1,16.0,3,1,2,312,潜力客户
126431,619,1,15.0,3,1,2,312,潜力客户
118508,572,2,1413.0,4,2,4,424,重要深耕客户
125871,619,1,14.0,3,1,1,311,潜力客户
72246,619,1,14.0,3,1,1,311,潜力客户
95523,619,1,13.8,3,1,1,311,潜力客户
91780,619,1,13.0,3,1,1,311,潜力客户
162962,619,1,12.9,3,1,1,311,潜力客户
127227,543,2,23.9,4,2,2,422,重要深耕客户
118948,553,2,32.8,4,2,2,422,重要深耕客户
58384,619,1,11.9,3,1,1,311,潜力客户
124392,473,4,3390.8,5,4,5,545,重要价值客户
103027,619,1,11.9,3,1,1,311,潜力客户
118519,619,1,11.0,3,1,1,311,潜力客户
106639,619,1,11.0,3,1,1,311,潜力客户
118438,503,2,42.7,5,2,2,522,重要价值客户
56846,619,1,10.9,3,1,1,311,潜力客户
109841,619,1,10.0,3,1,1,311,潜力客户
54437,619,1,9.9,3,1,1,311,潜力客户
59111,619,1,9.9,3,1,1,311,潜力客户
104241,619,1,9.9,3,1,1,311,潜力客户
65067,507,2,68.9,5,2,3,523,重要价值客户
74210,487,2,137.9,5,2,3,523,重要价值客户
88707,619,1,9.9,3,1,1,311,潜力客户
106177,619,1,9.9,3,1,1,311,潜力客户
77995,619,1,9.9,3,1,1,311,潜力客户
140227,619,1,9.9,3,1,1,311,潜力客户
51327,619,1,9.8,3,1,1,311,潜力客户
121470,481,2,18.9,5,2,2,522,重要价值客户
152002,619,1,8.9,3,1,1,311,潜力客户
58592,619,1,7.9,3,1,1,311,潜力客户
89723,619,1,7.9,3,1,1,311,潜力客户
98384,594,2,25.3,3,2,2,322,潜力客户
103859,619,1,7.8,3,1,1,311,潜力客户
156053,507,2,905.8,5,2,4,524,重要价值客户
88291,606,2,3105.3,3,2,5,325,潜力客户
152257,619,1,6.0,3,1,1,311,潜力客户
77382,619,1,6.0,3,1,1,311,潜力客户
69677,619,1,3.9,3,1,1,311,潜力客户
128945,619,1,0.5,3,1,1,311,潜力客户
96052,619,1,0.5,3,1,1,311,潜力客户
131049,618,1,6788.0,3,1,5,315,潜力客户
53734,618,1,6299.0,3,1,5,315,潜力客户
153554,618,1,5999.0,3,1,5,315,潜力客户
69934,618,1,5299.0,3,1,5,315,潜力客户
79962,618,1,4588.0,3,1,5,315,潜力客户
110385,618,1,3999.0,3,1,5,315,潜力客户
121649,618,1,3999.0,3,1,5,315,潜力客户
141462,618,1,3999.0,3,1,5,315,潜力客户
112713,521,2,4747.0,4,2,5,425,重要深耕客户
159507,618,1,3948.0,3,1,5,315,潜力客户
114933,618,1,3899.0,3,1,5,315,潜力客户
104203,618,1,3899.0,3,1,5,315,潜力客户
112120,618,1,3780.0,3,1,5,315,潜力客户
155472,550,2,3997.0,4,2,5,425,重要深耕客户
106894,618,1,3480.0,3,1,5,315,潜力客户
160641,566,2,3258.0,4,2,5,425,重要深耕客户
84040,618,1,3099.0,3,1,5,315,潜力客户
141137,579,2,3128.0,4,2,5,425,重要深耕客户
139042,618,1,3099.0,3,1,5,315,潜力客户
106181,618,1,2999.0,3,1,5,315,潜力客户
84934,618,1,2799.0,3,1,5,315,潜力客户
58407,618,1,2699.0,3,1,5,315,潜力客户
105327,618,1,2680.0,3,1,5,315,潜力客户
149317,618,1,1999.0,3,1,4,314,潜力客户
138131,618,1,1899.0,3,1,4,314,潜力客户
81648,618,1,1871.0,3,1,4,314,潜力客户
110803,618,1,1399.0,3,1,4,314,潜力客户
152324,618,1,1348.0,3,1,4,314,潜力客户
157424,525,2,1235.0,4,2,4,424,重要深耕客户
106922,469,2,765.9,5,2,4,524,重要价值客户
104145,618,1,699.0,3,1,4,314,潜力客户
75728,593,2,748.0,3,2,4,324,潜力客户
