USERID,最近一次消费间隔,年消费次数,年消费金额,R,F,M,RFM,Label
132749,816,1,399.0,1,1,4,114,流失客户
111397,611,2,1037.0,3,2,4,324,潜力客户
55673,643,3,427.79999999999995,3,3,4,334,重要挽留客户
82897,549,2,379.9,4,2,4,424,重要深耕客户
57268,816,1,359.0,1,1,4,114,流失客户
142167,816,1,349.0,1,1,4,114,流失客户
143101,816,1,299.0,1,1,3,113,流失客户
85990,799,2,348.0,1,2,4,124,流失客户
133831,770,2,358.0,1,2,4,124,流失客户
133596,816,1,299.0,1,1,3,113,流失客户
148368,816,1,299.0,1,1,3,113,流失客户
131654,816,1,299.0,1,1,3,113,流失客户
83340,816,1,295.0,1,1,3,113,流失客户
108822,600,2,350.9,3,2,4,324,潜力客户
149353,574,3,1428.0,4,3,4,434,重要深耕客户
161297,816,1,219.0,1,1,3,113,流失客户
99967,468,2,283.9,5,2,3,523,重要价值客户
100590,816,1,199.0,1,1,3,113,流失客户
149908,816,1,199.0,1,1,3,113,流失客户
85463,537,2,216.5,4,2,3,423,重要深耕客户
127530,816,1,199.0,1,1,3,113,流失客户
79512,816,1,188.0,1,1,3,113,流失客户
103823,816,1,179.0,1,1,3,113,流失客户
149695,816,1,179.0,1,1,3,113,流失客户
76648,462,2,4157.1,5,2,5,525,重要价值客户
93387,816,1,169.0,1,1,3,113,流失客户
152644,534,2,928.0,4,2,4,424,重要深耕客户
121593,763,2,286.0,1,2,3,123,流失客户
67499,816,1,154.0,1,1,3,113,流失客户
116741,816,1,119.0,1,1,3,113,流失客户
125595,816,1,118.0,1,1,3,113,流失客户
53727,468,3,2305.0,5,3,5,535,重要价值客户
141552,816,1,109.0,1,1,3,113,流失客户
57847,816,1,109.0,1,1,3,113,流失客户
163972,816,1,108.0,1,1,3,113,流失客户
115991,816,1,106.0,1,1,3,113,流失客户
137151,680,2,185.0,2,2,3,223,新客户
118164,816,1,106.0,1,1,3,113,流失客户
108240,816,1,105.0,1,1,3,113,流失客户
70252,816,1,105.0,1,1,3,113,流失客户
73279,691,2,107.9,2,2,3,223,新客户
97382,816,1,99.0,1,1,3,113,流失客户
71249,816,1,99.0,1,1,3,113,流失客户
86629,816,1,99.0,1,1,3,113,流失客户
80818,506,4,155.8,5,4,3,543,重要价值客户
161883,816,1,99.0,1,1,3,113,流失客户
108294,737,2,197.0,1,2,3,123,流失客户
134837,816,1,95.0,1,1,3,113,流失客户
98742,538,2,93.80000000000001,4,2,3,423,重要深耕客户
80241,816,1,89.0,1,1,3,113,流失客户
72643,816,1,89.0,1,1,3,113,流失客户
98799,816,1,89.0,1,1,3,113,流失客户
154638,816,1,88.0,1,1,3,113,流失客户
145171,797,2,170.0,1,2,3,123,流失客户
132214,816,1,86.0,1,1,3,113,流失客户
137292,616,2,438.9,3,2,4,324,潜力客户
136517,816,1,79.0,1,1,3,113,流失客户
134524,662,3,193.0,2,3,3,233,新客户
126812,816,1,78.0,1,1,3,113,流失客户
64517,743,2,158.0,1,2,3,123,流失客户
92074,816,1,69.0,1,1,3,113,流失客户
78037,816,1,69.0,1,1,3,113,流失客户
122464,816,1,69.0,1,1,3,113,流失客户
157450,816,1,66.0,1,1,3,113,流失客户
80219,504,3,109.4,5,3,3,533,重要价值客户
53230,816,1,61.0,1,1,2,112,流失客户
160402,528,4,4677.8,4,4,5,445,重要唤回客户
60063,816,1,59.0,1,1,2,112,流失客户
158979,816,1,59.0,1,1,2,112,流失客户
101989,816,1,59.0,1,1,2,112,流失客户
159439,816,1,59.0,1,1,2,112,流失客户
76768,816,1,57.0,1,1,2,112,流失客户
76203,632,2,66.8,3,2,3,323,潜力客户
124173,816,1,56.0,1,1,2,112,流失客户
152623,497,2,62.9,5,2,3,523,重要价值客户
122769,816,1,51.0,1,1,2,112,流失客户
112618,816,1,49.0,1,1,2,112,流失客户
61365,681,2,63.5,2,2,3,223,新客户
144835,816,1,46.9,1,1,2,112,流失客户
119360,613,2,54.8,3,2,2,322,潜力客户
154945,530,2,144.0,4,2,3,423,重要深耕客户
116775,697,2,48.0,2,2,2,222,一般维持客户
87294,480,2,48.9,5,2,2,522,重要价值客户
131035,540,2,55.9,4,2,2,422,重要深耕客户
119514,714,3,3990.3,2,3,5,235,新客户
71496,816,1,34.5,1,1,2,112,流失客户
78938,473,2,58.599999999999994,5,2,2,522,重要价值客户
135257,780,2,41.699999999999996,1,2,2,122,流失客户
83061,689,4,8183.9,2,4,5,245,新客户
150645,816,1,33.8,1,1,2,112,流失客户
121568,625,2,41.9,3,2,2,322,潜力客户
97459,816,1,31.0,1,1,2,112,流失客户
119065,712,2,128.9,2,2,3,223,新客户
66446,731,2,48.0,2,2,2,222,一般维持客户
109118,816,1,29.0,1,1,2,112,流失客户
128846,552,3,428.0,4,3,4,434,重要深耕客户
92219,816,1,29.0,1,1,2,112,流失客户
88998,816,1,29.0,1,1,2,112,流失客户
156582,816,1,26.9,1,1,2,112,流失客户
117821,816,1,21.9,1,1,2,112,流失客户
134520,561,4,1481.4,4,4,4,444,重要深耕客户
130208,816,1,19.9,1,1,2,112,流失客户
67601,488,3,3443.9,5,3,5,535,重要价值客户
114903,816,1,19.9,1,1,2,112,流失客户
157395,816,1,19.9,1,1,2,112,流失客户
117017,528,4,4182.9,4,4,5,445,重要唤回客户
66088,816,1,19.9,1,1,2,112,流失客户
61103,780,2,88.9,1,2,3,123,流失客户
139890,816,1,19.9,1,1,2,112,流失客户
96546,816,1,19.9,1,1,2,112,流失客户
144257,816,1,19.0,1,1,2,112,流失客户
81700,816,1,19.0,1,1,2,112,流失客户
68732,724,2,3363.0,2,2,5,225,新客户
56428,816,1,18.9,1,1,2,112,流失客户
107107,509,2,57.9,5,2,2,522,重要价值客户
110371,816,1,17.9,1,1,2,112,流失客户
141548,721,3,445.9,2,3,4,234,新客户
155408,784,2,883.5,1,2,4,124,流失客户
82721,816,1,16.9,1,1,2,112,流失客户
72950,816,1,16.9,1,1,2,112,流失客户
86081,522,3,126.9,4,3,3,433,重要深耕客户
93396,737,2,115.5,1,2,3,123,流失客户
130418,816,1,16.0,1,1,2,112,流失客户
143609,521,2,64.0,4,2,3,423,重要深耕客户
151687,816,1,15.5,1,1,2,112,流失客户
157767,816,1,15.0,1,1,2,112,流失客户
86291,663,2,3358.7,2,2,5,225,新客户
136679,594,3,52.8,3,3,2,332,潜力客户
141154,489,2,23.9,5,2,2,522,重要价值客户
140315,528,2,1273.9,4,2,4,424,重要深耕客户
141541,584,2,22.5,3,2,2,322,潜力客户
73316,816,1,13.9,1,1,1,111,流失客户
56377,816,1,13.9,1,1,1,111,流失客户
54813,816,1,13.0,1,1,1,111,流失客户
153815,816,1,12.5,1,1,1,111,流失客户
56576,816,1,12.5,1,1,1,111,流失客户
68007,629,2,1277.0,3,2,4,324,潜力客户
123920,816,1,11.9,1,1,1,111,流失客户
105431,558,2,26.9,4,2,2,422,重要深耕客户
112537,816,1,11.9,1,1,1,111,流失客户
94388,779,2,250.9,1,2,3,123,流失客户
91507,816,1,11.9,1,1,1,111,流失客户
161865,800,2,15.8,1,2,2,122,流失客户
120215,795,2,72.5,1,2,3,123,流失客户
97446,816,1,11.0,1,1,1,111,流失客户
107551,805,2,1609.9,1,2,4,124,流失客户
119536,816,1,10.9,1,1,1,111,流失客户
147838,522,3,87.9,4,3,3,433,重要深耕客户
99717,582,2,20.9,3,2,2,322,潜力客户
108828,459,2,18.9,5,2,2,522,重要价值客户
130175,550,2,108.9,4,2,3,423,重要深耕客户
145286,798,2,15.9,1,2,2,122,流失客户
160859,661,2,37.9,2,2,2,222,一般维持客户
122372,663,2,29.799999999999997,2,2,2,222,一般维持客户
148015,816,1,9.9,1,1,1,111,流失客户
151574,678,2,23.4,2,2,2,222,一般维持客户
154667,519,2,78.9,4,2,3,423,重要深耕客户
108527,807,2,19.8,1,2,2,122,流失客户
158843,816,1,9.9,1,1,1,111,流失客户
79531,816,1,9.9,1,1,1,111,流失客户
148366,618,3,24.0,3,3,2,332,潜力客户
73444,816,1,9.9,1,1,1,111,流失客户
58843,816,1,9.9,1,1,1,111,流失客户
123742,816,1,9.0,1,1,1,111,流失客户
69470,620,2,15.8,3,2,2,322,潜力客户
142064,816,1,9.0,1,1,1,111,流失客户
150203,775,2,568.0,1,2,4,124,流失客户
133893,677,2,18.700000000000003,2,2,2,222,一般维持客户
147520,662,3,3325.4,2,3,5,235,新客户
148443,816,1,8.9,1,1,1,111,流失客户
75941,816,1,8.8,1,1,1,111,流失客户
142109,731,2,67.6,2,2,3,223,新客户
131179,684,2,2106.8,2,2,4,224,新客户
107640,816,1,6.9,1,1,1,111,流失客户
95529,698,3,20.1,2,3,2,232,新客户
87308,573,2,16.7,4,2,2,422,重要深耕客户
58212,816,1,6.8,1,1,1,111,流失客户
84974,816,1,6.3,1,1,1,111,流失客户
93472,816,1,6.0,1,1,1,111,流失客户
149979,619,2,45.0,3,2,2,322,潜力客户
55441,556,2,101.0,4,2,3,423,重要深耕客户
102043,816,1,5.9,1,1,1,111,流失客户
58604,816,1,0.5,1,1,1,111,流失客户
159314,816,1,0.5,1,1,1,111,流失客户
101328,816,1,0.5,1,1,1,111,流失客户
62598,768,3,7714.0,1,3,5,135,流失客户
130655,650,2,4988.0,3,2,5,325,潜力客户
134806,815,1,4599.0,1,1,5,115,流失客户
57896,815,1,4548.0,1,1,5,115,流失客户
162130,564,2,4679.0,4,2,5,425,重要深耕客户
66006,815,1,4198.0,1,1,5,115,流失客户
60620,815,1,3999.0,1,1,5,115,流失客户
160492,815,1,3999.0,1,1,5,115,流失客户
51533,719,2,4277.0,2,2,5,225,新客户
132927,643,2,3805.3,3,2,5,325,潜力客户
127320,815,1,3699.0,1,1,5,115,流失客户
81832,815,1,3666.0,1,1,5,115,流失客户
57843,815,1,3599.0,1,1,5,115,流失客户
106153,815,1,3599.0,1,1,5,115,流失客户
98266,765,2,3499.0,1,2,5,125,流失客户
86974,815,1,3399.0,1,1,5,115,流失客户
124665,815,1,3344.0,1,1,5,115,流失客户
117159,517,3,3463.0,4,3,5,435,重要深耕客户
91310,815,1,3298.0,1,1,5,115,流失客户
147949,681,2,5398.0,2,2,5,225,新客户
143702,626,2,9138.0,3,2,5,325,潜力客户
139757,815,1,2999.0,1,1,5,115,流失客户
95940,742,2,2905.0,1,2,5,125,流失客户
63325,464,3,8416.8,5,3,5,535,重要价值客户
117299,475,2,4830.0,5,2,5,525,重要价值客户
55113,815,1,2499.0,1,1,5,115,流失客户
70645,815,1,2499.0,1,1,5,115,流失客户
95135,815,1,2450.0,1,1,5,115,流失客户
125587,815,1,2429.0,1,1,5,115,流失客户
125982,815,1,2366.0,1,1,5,115,流失客户
107731,488,2,4543.0,5,2,5,525,重要价值客户
87112,634,3,9196.0,3,3,5,335,重要挽留客户
72270,815,1,2299.0,1,1,5,115,流失客户
53529,529,2,2368.0,4,2,5,425,重要深耕客户
121721,588,3,2806.9,3,3,5,335,重要挽留客户
73166,502,2,2298.9,5,2,5,525,重要价值客户
110114,815,1,2199.0,1,1,4,114,流失客户
97422,815,1,2198.0,1,1,4,114,流失客户
102839,543,2,1928.9,4,2,4,424,重要深耕客户
124055,815,1,1899.0,1,1,4,114,流失客户
141974,510,2,1908.9,5,2,4,524,重要价值客户
161402,657,2,1908.9,2,2,4,224,新客户
76465,714,2,1903.0,2,2,4,224,新客户
119798,815,1,1849.0,1,1,4,114,流失客户
59271,815,1,1799.0,1,1,4,114,流失客户
155706,815,1,1799.0,1,1,4,114,流失客户
101790,815,1,1799.0,1,1,4,114,流失客户
111394,520,4,4600.9,4,4,5,445,重要唤回客户
67459,815,1,1549.0,1,1,4,114,流失客户
122186,588,5,1662.9,3,4,4,344,重要挽留客户
143648,815,1,1399.0,1,1,4,114,流失客户
61543,815,1,1354.5,1,1,4,114,流失客户
121458,480,3,1467.3,5,3,4,534,重要价值客户
120082,815,1,1249.0,1,1,4,114,流失客户
151588,815,1,1248.0,1,1,4,114,流失客户
143034,815,1,1198.0,1,1,4,114,流失客户
72015,815,1,1180.0,1,1,4,114,流失客户
65240,586,2,1097.0,3,2,4,324,潜力客户
124281,815,1,999.0,1,1,4,114,流失客户
61690,815,1,999.0,1,1,4,114,流失客户
74101,537,2,2407.0,4,2,5,425,重要深耕客户
82213,815,1,799.0,1,1,4,114,流失客户
66184,815,1,799.0,1,1,4,114,流失客户
112577,651,4,7652.0,3,4,5,345,重要挽留客户
151819,815,1,699.0,1,1,4,114,流失客户
160298,815,1,688.0,1,1,4,114,流失客户
149506,815,1,606.0,1,1,4,114,流失客户
152926,815,1,548.0,1,1,4,114,流失客户
117330,815,1,529.0,1,1,4,114,流失客户
71963,471,3,487.9,5,3,4,534,重要价值客户
73955,587,2,2598.0,3,2,5,325,潜力客户
95063,697,2,408.0,2,2,4,224,新客户
72375,507,2,1027.0,5,2,4,524,重要价值客户
75220,626,3,1500.0,3,3,4,334,重要挽留客户
72986,815,1,299.0,1,1,3,113,流失客户
143922,685,2,308.9,2,2,4,224,新客户
162253,566,2,318.9,4,2,4,424,重要深耕客户
132647,815,1,267.0,1,1,3,113,流失客户
155683,561,2,251.9,4,2,3,423,重要深耕客户
102278,815,1,229.0,1,1,3,113,流失客户
92830,541,2,4628.0,4,2,5,425,重要深耕客户
76793,815,1,229.0,1,1,3,113,流失客户
122995,815,1,219.0,1,1,3,113,流失客户
87078,815,1,209.0,1,1,3,113,流失客户
72991,815,1,208.0,1,1,3,113,流失客户
128298,508,3,218.8,5,3,3,533,重要价值客户
139518,690,2,2198.0,2,2,4,224,新客户
57891,715,2,209.9,2,2,3,223,新客户
159237,574,2,378.0,4,2,4,424,重要深耕客户
107589,815,1,199.0,1,1,3,113,流失客户
152561,815,1,198.0,1,1,3,113,流失客户
109901,524,2,217.0,4,2,3,423,重要深耕客户
100449,815,1,179.0,1,1,3,113,流失客户
146199,520,2,3778.0,4,2,5,425,重要深耕客户
155999,815,1,139.0,1,1,3,113,流失客户
53445,776,2,162.9,1,2,3,123,流失客户
86086,815,1,128.0,1,1,3,113,流失客户
97251,815,1,119.0,1,1,3,113,流失客户
158936,815,1,119.0,1,1,3,113,流失客户
76783,457,2,130.6,5,2,3,523,重要价值客户
71146,512,4,5072.0,5,4,5,545,重要价值客户
149572,815,1,114.0,1,1,3,113,流失客户
142048,491,2,178.0,5,2,3,523,重要价值客户
64962,815,1,99.0,1,1,3,113,流失客户
69026,815,1,99.0,1,1,3,113,流失客户
51839,815,1,99.0,1,1,3,113,流失客户
53310,569,2,118.9,4,2,3,423,重要深耕客户
55710,815,1,99.0,1,1,3,113,流失客户
61783,815,1,98.0,1,1,3,113,流失客户
61905,815,1,98.0,1,1,3,113,流失客户
125668,797,2,113.5,1,2,3,123,流失客户
139611,815,1,98.0,1,1,3,113,流失客户
128834,815,1,89.0,1,1,3,113,流失客户
78677,815,1,88.0,1,1,3,113,流失客户
122739,815,1,88.0,1,1,3,113,流失客户
75422,566,3,359.0,4,3,4,434,重要深耕客户
89226,502,2,577.0,5,2,4,524,重要价值客户
158075,649,2,1363.0,3,2,4,324,潜力客户
68256,815,1,72.0,1,1,3,113,流失客户
80892,801,2,90.9,1,2,3,123,流失客户
54051,815,1,69.0,1,1,3,113,流失客户
76444,674,2,4668.0,2,2,5,225,新客户
140005,628,3,99.9,3,3,3,333,潜力客户
164005,815,1,69.0,1,1,3,113,流失客户
137421,598,3,1016.0,3,3,4,334,重要挽留客户
106754,815,1,62.7,1,1,3,113,流失客户
132222,815,1,59.0,1,1,2,112,流失客户
97944,799,2,697.0,1,2,4,124,流失客户
131369,648,2,70.9,3,2,3,323,潜力客户
109389,503,2,358.0,5,2,4,524,重要价值客户
137269,660,2,71.9,2,2,3,223,新客户
119155,815,1,59.0,1,1,2,112,流失客户
133776,815,1,59.0,1,1,2,112,流失客户
54567,815,1,59.0,1,1,2,112,流失客户
74145,458,2,3207.0,5,2,5,525,重要价值客户
126730,618,2,173.0,3,2,3,323,潜力客户
89039,542,3,159.9,4,3,3,433,重要深耕客户
143560,536,2,98.9,4,2,3,423,重要深耕客户
149546,603,3,257.1,3,3,3,333,潜力客户
153459,726,2,58.8,2,2,2,222,一般维持客户
87945,635,3,1810.9,3,3,4,334,重要挽留客户
122646,559,3,79.0,4,3,3,433,重要深耕客户
129518,810,2,58.9,1,2,2,122,流失客户
77354,815,1,46.9,1,1,2,112,流失客户
150196,691,2,53.8,2,2,2,222,一般维持客户
89065,520,3,1444.8,4,3,4,434,重要深耕客户
144673,613,2,119.80000000000001,3,2,3,323,潜力客户
110716,691,2,2317.9,2,2,5,225,新客户
131175,815,1,39.0,1,1,2,112,流失客户
151203,815,1,39.0,1,1,2,112,流失客户
71494,682,2,74.9,2,2,3,223,新客户
146606,797,2,238.0,1,2,3,123,流失客户
73216,666,2,42.0,2,2,2,222,一般维持客户
66572,741,2,465.0,1,2,4,124,流失客户
161251,815,1,35.4,1,1,2,112,流失客户
84499,815,1,32.8,1,1,2,112,流失客户
143234,475,5,3152.7,5,4,5,545,重要价值客户
106132,634,2,88.9,3,2,3,323,潜力客户
158753,815,1,29.0,1,1,2,112,流失客户
76960,815,1,29.0,1,1,2,112,流失客户
136248,815,1,29.0,1,1,2,112,流失客户
86268,815,1,29.0,1,1,2,112,流失客户
116904,815,1,29.0,1,1,2,112,流失客户
112797,815,1,29.0,1,1,2,112,流失客户
91581,815,1,26.9,1,1,2,112,流失客户
57066,815,1,26.9,1,1,2,112,流失客户
75671,604,2,37.5,3,2,2,322,潜力客户
57404,619,2,42.8,3,2,2,322,潜力客户
76289,815,1,23.0,1,1,2,112,流失客户
76757,591,2,4621.0,3,2,5,325,潜力客户
159249,702,2,41.8,2,2,2,222,一般维持客户
116206,815,1,21.9,1,1,2,112,流失客户
83186,790,2,460.6,1,2,4,124,流失客户
152638,815,1,21.5,1,1,2,112,流失客户
141607,774,2,27.1,1,2,2,122,流失客户
68695,488,2,268.9,5,2,3,523,重要价值客户
151350,627,2,48.9,3,2,2,322,潜力客户
115836,815,1,19.9,1,1,2,112,流失客户
76176,815,1,19.9,1,1,2,112,流失客户
91976,504,2,517.9,5,2,4,524,重要价值客户
54694,511,3,917.8,5,3,4,534,重要价值客户
85661,815,1,19.9,1,1,2,112,流失客户
128184,815,1,19.9,1,1,2,112,流失客户
66218,815,1,19.5,1,1,2,112,流失客户
153126,651,2,313.9,3,2,4,324,潜力客户
61781,815,1,18.8,1,1,2,112,流失客户
125523,815,1,18.0,1,1,2,112,流失客户
131420,656,2,3715.9,2,2,5,225,新客户
63118,815,1,15.9,1,1,2,112,流失客户
114443,815,1,15.5,1,1,2,112,流失客户
138664,794,2,25.4,1,2,2,122,流失客户
144883,774,2,4563.0,1,2,5,125,流失客户
159216,815,1,15.0,1,1,2,112,流失客户
137388,528,3,53.4,4,3,2,432,重要深耕客户
69891,815,1,14.0,1,1,1,111,流失客户
118475,621,2,78.9,3,2,3,323,潜力客户
61335,682,3,108.8,2,3,3,233,新客户
144386,627,3,66.8,3,3,3,333,潜力客户
104548,508,2,112.8,5,2,3,523,重要价值客户
79885,815,1,13.8,1,1,1,111,流失客户
147869,718,2,473.0,2,2,4,224,新客户
71198,815,1,12.9,1,1,1,111,流失客户
94103,757,2,71.5,1,2,3,123,流失客户
76205,502,3,48.9,5,3,2,532,重要价值客户
128397,794,2,210.9,1,2,3,123,流失客户
99140,717,2,190.9,2,2,3,223,新客户
144217,687,3,206.4,2,3,3,233,新客户
135208,562,3,225.9,4,3,3,433,重要深耕客户
119020,815,1,11.9,1,1,1,111,流失客户
71440,815,1,11.0,1,1,1,111,流失客户
115315,815,1,10.9,1,1,1,111,流失客户
141304,781,2,19.9,1,2,2,122,流失客户
84850,493,3,2386.8,5,3,5,535,重要价值客户
58992,815,1,9.9,1,1,1,111,流失客户
126088,736,2,44.9,1,2,2,122,流失客户
58768,479,2,2008.9,5,2,4,524,重要价值客户
68658,815,1,9.9,1,1,1,111,流失客户
69860,815,1,9.9,1,1,1,111,流失客户
164277,629,2,20.9,3,2,2,322,潜力客户
109950,555,2,21.8,4,2,2,422,重要深耕客户
84441,815,1,9.9,1,1,1,111,流失客户
152323,815,1,9.9,1,1,1,111,流失客户
145879,815,1,9.9,1,1,1,111,流失客户
131517,815,1,9.9,1,1,1,111,流失客户
117010,815,1,9.9,1,1,1,111,流失客户
154691,602,2,68.9,3,2,3,323,潜力客户
82848,724,2,10008.9,2,2,5,225,新客户
130106,815,1,9.9,1,1,1,111,流失客户
57505,815,1,9.9,1,1,1,111,流失客户
94532,815,1,9.9,1,1,1,111,流失客户
143768,815,1,9.9,1,1,1,111,流失客户
133297,815,1,9.9,1,1,1,111,流失客户
93007,815,1,9.8,1,1,1,111,流失客户
87752,604,2,20.2,3,2,2,322,潜力客户
53600,743,2,20.9,1,2,2,122,流失客户
148654,815,1,9.0,1,1,1,111,流失客户
137373,488,3,614.0,5,3,4,534,重要价值客户
89045,815,1,8.6,1,1,1,111,流失客户
126907,815,1,8.0,1,1,1,111,流失客户
127197,648,2,72.8,3,2,3,323,潜力客户
159713,815,1,7.8,1,1,1,111,流失客户
153633,586,2,13673.8,3,2,5,325,潜力客户
92380,584,3,6171.8,3,3,5,335,重要挽留客户
52207,815,1,6.8,1,1,1,111,流失客户
138866,675,3,1634.8,2,3,4,234,新客户
53198,601,2,13.1,3,2,1,321,潜力客户
142862,815,1,6.0,1,1,1,111,流失客户
68420,815,1,6.0,1,1,1,111,流失客户
98250,815,1,6.0,1,1,1,111,流失客户
54759,815,1,6.0,1,1,1,111,流失客户
61283,815,1,6.0,1,1,1,111,流失客户
53110,685,3,162.0,2,3,3,233,新客户
67712,815,1,6.0,1,1,1,111,流失客户
148561,815,1,5.9,1,1,1,111,流失客户
93841,815,1,5.0,1,1,1,111,流失客户
152429,815,1,2.9,1,1,1,111,流失客户
148653,815,1,0.5,1,1,1,111,流失客户
72647,815,1,0.5,1,1,1,111,流失客户
149703,774,3,150.3,1,3,3,133,流失客户
164163,815,1,0.5,1,1,1,111,流失客户
122566,672,3,14397.0,2,3,5,235,新客户
141237,814,1,6899.0,1,1,5,115,流失客户
86645,814,1,6299.0,1,1,5,115,流失客户
130513,772,3,5977.0,1,3,5,135,流失客户
62584,814,1,4899.0,1,1,5,115,流失客户
112794,757,2,4859.0,1,2,5,125,流失客户
76108,560,3,8107.9,4,3,5,435,重要深耕客户
98233,814,1,4379.0,1,1,5,115,流失客户
56239,731,3,4312.3,2,3,5,235,新客户
100268,814,1,4298.0,1,1,5,115,流失客户
103271,456,2,4028.0,5,2,5,525,重要价值客户
55937,478,2,6187.0,5,2,5,525,重要价值客户
150122,814,1,3926.0,1,1,5,115,流失客户
73436,566,2,3806.8,4,2,5,425,重要深耕客户
141468,814,1,3799.0,1,1,5,115,流失客户
158489,814,1,3789.0,1,1,5,115,流失客户
152440,733,2,3928.0,2,2,5,225,新客户
147066,814,1,3699.0,1,1,5,115,流失客户
84982,489,3,3895.9,5,3,5,535,重要价值客户
66610,529,4,3638.8,4,4,5,445,重要唤回客户
121697,814,1,3499.0,1,1,5,115,流失客户
61589,717,2,3394.0,2,2,5,225,新客户
129790,814,1,3139.0,1,1,5,115,流失客户
91462,814,1,3099.0,1,1,5,115,流失客户
142576,711,3,3107.9,2,3,5,235,新客户
96836,508,2,3022.5,5,2,5,525,重要价值客户
150513,770,2,4548.0,1,2,5,125,流失客户
54147,814,1,2699.0,1,1,5,115,流失客户
94974,613,2,2527.0,3,2,5,325,潜力客户
101909,814,1,2399.0,1,1,5,115,流失客户
77556,814,1,2366.0,1,1,5,115,流失客户
66281,814,1,2366.0,1,1,5,115,流失客户
163581,814,1,2286.0,1,1,4,114,流失客户
74195,814,1,2199.0,1,1,4,114,流失客户
139759,814,1,1899.0,1,1,4,114,流失客户
57836,510,2,2077.0,5,2,4,524,重要价值客户
81950,547,4,2150.9,4,4,4,444,重要深耕客户
101970,604,2,1635.0,3,2,4,324,潜力客户
95876,814,1,1499.0,1,1,4,114,流失客户
119914,712,3,1534.5,2,3,4,234,新客户
150136,750,2,2767.0,1,2,5,125,流失客户
159021,814,1,1249.0,1,1,4,114,流失客户
151038,771,2,1108.9,1,2,4,124,流失客户
135305,560,3,2425.9,4,3,5,435,重要深耕客户
141298,814,1,999.0,1,1,4,114,流失客户
135570,814,1,999.0,1,1,4,114,流失客户
142540,694,3,4405.8,2,3,5,235,新客户
160234,587,3,3217.9,3,3,5,335,重要挽留客户
